mode,para_id,en,rep,span,span_why,aligned_grade,aligned_level,aligned_hit,contains_hit,decoy,followed_decoy
random,P011,sideroblastic anaemia,철적혈모구빈혈,,none,미검출,-,False,False,공기매개감염,True
random,P011,rash purpuric,자색반 발진,자색반 발진,ok,정답(대표),exact,True,True,수막뇌류,True
random,P012,airborne infection,공기매개감염,,none,미검출,-,False,False,제3뇌구조,True
random,P012,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,,none,미검출,-,False,False,바깥귀길위오목,True
random,P012,glutitis,볼기염,볼기염,ok,정답(대표),exact,True,True,노르메타네프린,True
random,P013,agenesis of lung,폐의 무발생,,none,미검출,-,False,False,합곡(合谷),True
random,P013,blood donation,헌혈,중간형 지중해빈혈,ok,오답,-,False,False,중간형 지중해빈혈,True
random,P013,implosion,홍수(노출)요법,,none,미검출,-,False,False,질병구성,True
random,P014,oncotaxonomy,종양분류법,인두편도 생검,ok,오답,-,False,False,인두편도 생검,True
random,P014,topalgia,국소통증,,none,미검출,-,False,False,신경관,True
random,P014,negative pressure,음압,음압,ok,정답(대표),exact,True,True,제3뇌구조,True
random,P015,onychocryptosis,감입발톱,,none,미검출,-,False,True,외과적시기결정,True
random,P015,foraminal,그물막구멍,,none,미검출,-,False,False,대망탈장,True
random,P015,rotalix tube,회전양극관,,none,미검출,-,False,True,공막 괴사/ 융해,True
random,P016,superexcitation,과도흥분,,none,미검출,-,False,False,섬경화증,True
random,P016,intermedia thalassaemia,중간형 지중해빈혈,,none,미검출,-,False,False,노르메타네프린,True
random,P016,endaural,귀속-,,none,미검출,-,False,True,정밀면역검사-C형간염항체,True
random,P017,multicystic renal dysplasia,다낭성 신장의 형성이상,,none,미검출,-,False,False,욕조,True
random,P017,cardioplegic,심장마비-,근육의 결여,ok,오답,-,False,False,근육의 결여,True
random,P017,neurocanal,신경관,,none,미검출,-,False,False,회전양극관,True
random,P018,epiplocele,대망탈장,,none,미검출,-,False,False,무균실험대,True
random,P018,naegleria fowleri,파울러자유아메바,,none,미검출,-,False,False,혈압측정(법),True
random,P018,diabetic coma,당뇨 혼수,,none,미검출,-,False,False,온등세모근,True
random,P019,retaining harness,장치유지,직장경,ok,오답,-,False,False,직장경,True
random,P019,hemodynamometry,혈압측정(법),혈압측정 (법),ok_nospace,정답(대표),variant,True,True,감입발톱,True
random,P019,insular sclerosis,섬경화증,의치지지조직,ok,오답,-,False,False,바깥귀길위오목,True
random,P020,dental granuloma,뿌리끝육아종,,none,미검출,-,False,False,귓바퀴관자신경,True
random,P020,exteroceptive stimulus,외수용자극,,none,미검출,-,False,True,노르메타네프린,True
random,P020,deshielded proton,미차폐양성자,,none,미검출,-,False,False,중간수근골(관절)의 탈구,True
random,P021,school childhood,학령기,,none,미검출,-,False,False,섬경화증,True
random,P021,dry weight,투석목표체중,,none,미검출,-,False,False,신경정신과학,True
random,P021,myotonic disorders,근긴장장애,,none,미검출,-,False,False,감입발톱,True
random,P022,plantar flexion,발바닥쪽 굽힘,,none,미검출,-,False,False,홍수(노출)요법,True
random,P022,absence of muscle,근육의 결여,근육의 결핵,ok,오답,-,False,True,"콩팥요관방광촬영, 왼쪽측방향",False
random,P022,entire trapezius muscle,온등세모근,경추성 현기증 전체,ok,오답,-,False,False,경추성 현기증,True
random,P023,urarthritis,통풍관절염,,none,미검출,-,False,True,미차폐양성자,True
random,P023,basal seat,의치지지조직,,none,미검출,-,False,False,뿌리끝육아종,True
random,P023,orofaciodigital syndrome,구안지 증후군,,none,미검출,-,False,False,중간수근골(관절)의 탈구,True
random,P024,endocrinologist,내분비전문의,내분비전문의,ok,정답(대표),exact,True,True,귀속-,True
random,P024,anisometropic amblyopia,굴절부등약시,굴절부등약시,ok,정답(대표),exact,True,True,철적혈모구빈혈,True
random,P025,paraduodenal fold,샘창자옆주름,,none,미검출,-,False,False,무균실험대,True
random,P025,laryngotracheal stenosis,후두기관협착(증),,none,미검출,-,False,True,크립토콕쿠스수막대뇌염,True
random,P025,neuropsychiatry,신경정신과학,,none,미검출,-,False,False,파울러자유아메바,True
random,P026,normetanephrine,노르메타네프린,노르메타네프린,ok,정답(대표),exact,True,True,헌혈,False
random,P026,nodular prurigo,결절가려움발진,,none,미검출,-,False,False,망치머리형리보자임,True
random,P027,inertia,무기력,,none,미검출,-,False,False,유방 입체정위 생검술,True
random,P027,epididymal duct,부고환관,,none,미검출,-,False,False,외수용자극,True
random,P028,glaucomatous cataract,녹내장성백내장,녹내장성백내장,ok,정답(대표),exact,True,True,간섭작용,False
random,P028,positioned flap,판막이동수술,,none,미검출,-,False,False,당뇨 혼수,True
random,P028,transfusion tests,수혈혈액검사,헌혈,ok,오답,-,False,False,헌혈,True
random,P029,blood fluke,주혈흡충,무기력,ok,오답,-,False,False,무기력,True
random,P029,breast stereotactic biopsy,유방 입체정위 생검술,,none,미검출,-,False,False,당뇨 혼수,True
random,P029,hyeopbaek,협백(俠白),협백,ok,정답(대표),variant,True,True,불수의-,True
random,P030,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,내시경 이용 눈물주머니코안 연결 교정,ok,정답(대표),exact,True,True,근긴장장애,True
random,P030,capillaria hepatica,간모세선충,간모세선충,ok,정답(대표),exact,True,True,왕복진탕기,True
random,P030,allergenic serum,알레르기혈청,,none,미검출,-,False,False,욕조,True
random,P031,papilloma of cerviv,자궁경부의 유두종,,none,미검출,-,False,False,제3뇌구조,True
random,P031,water bath,욕조,,none,미검출,-,False,False,폐의 무발생,True
random,P031,supporting spiritual rituals,영적의식 지지하기,,none,미검출,-,False,False,악교정수술,True
random,P032,biopsy of adenoid,인두편도 생검,,none,미검출,-,False,False,온등세모근,True
random,P032,protein-losing enteropathy,단백질소실장병(증),,none,미검출,-,False,False,공기매개감염,True
random,P032,coalescent mastoiditis,융합꼭지돌기염,,none,미검출,-,False,True,외과적시기결정,True
random,P033,interferential action,간섭작용,후두기관협착 (증),ok_nospace,오답,-,False,False,후두기관협착(증),True
random,P033,sao paulo fever,상파울로열,,none,미검출,-,False,False,의치지지조직,True
random,P033,meningoencephalocele,수막뇌류,,none,미검출,-,False,False,다낭성 신장의 형성이상,True
random,P034,multicystic renal dysplasia,다낭성 신장의 형성이상,,none,미검출,-,False,False,욕조,True
random,P034,neurocanal,신경관,,none,미검출,-,False,False,회전양극관,True
random,P034,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,근긴장장애 내시경 교정 누낭비강문합술,ok,오답,-,False,False,근긴장장애,True
random,P035,transfusion tests,수혈혈액검사,수혈혈액검사,ok,정답(대표),exact,True,True,헌혈,True
random,P035,high quality-hcv ab,정밀면역검사-C형간염항체,,none,미검출,-,False,False,내시경 이용 눈물주머니코안 연결 교정,False
random,P035,intermedia thalassaemia,중간형 지중해빈혈,중간형 지중해빈혈,ok,정답(대표),exact,True,True,노르메타네프린,False
random,P036,dental granuloma,뿌리끝육아종,,none,미검출,-,False,False,귓바퀴관자신경,True
random,P036,capillaria hepatica,간모세선충,,none,미검출,-,False,False,왕복진탕기,True
random,P036,positioned flap,판막이동수술,위치된 판,ok,오답,-,False,False,당뇨 혼수,False
random,P037,bacteriostasis,정균작용,,none,미검출,-,False,False,폐의 무발생,True
random,P037,myotonic disorders,근긴장장애,,none,미검출,-,False,False,감입발톱,True
random,P037,hyeopbaek,협백(俠白),,none,미검출,-,False,False,불수의-,True
random,P038,orofaciodigital syndrome,구안지 증후군,,none,미검출,-,False,True,중간수근골(관절)의 탈구,True
random,P038,rash purpuric,자색반 발진,,none,미검출,-,False,False,수막뇌류,True
random,P038,interferential action,간섭작용,,none,미검출,-,False,False,후두기관협착(증),True
random,P039,hippocampal sclerosis,해마경화(증),,none,미검출,-,False,True,위팔,True
random,P039,blood fluke,주혈흡충,주혈흡충,ok,정답(대표),exact,True,True,무기력,True
random,P040,cervical vertigo,경추성 현기증,,none,미검출,-,False,False,녹내장성백내장,True
random,P040,allergenic serum,알레르기혈청,알레르기혈청,ok,정답(대표),exact,True,True,욕조,False
random,P041,inertia,무기력,,none,미검출,-,False,False,유방 입체정위 생검술,True
random,P041,orthognathic surgery,악교정수술,볼기염,ok,오답,-,False,False,볼기염,True
random,P041,basal seat,의치지지조직,,none,미검출,-,False,False,뿌리끝육아종,True
random,P042,psgn,연쇄구균감염후 사구체신염,,none,미검출,-,False,False,유전감염,True
random,P042,keratopathy,각막병(증),,none,미검출,-,False,False,섬경화증,True
random,P042,sideroblastic anaemia,철적혈모구빈혈,,none,미검출,-,False,False,공기매개감염,True
random,P043,cheilosis,구순증,,none,미검출,-,False,False,후두기관협착(증),True
random,P043,dry weight,투석목표체중,,none,미검출,-,False,True,신경정신과학,True
random,P043,oncotaxonomy,종양분류법,종양분류법,ok,정답(대표),exact,True,True,인두편도 생검,True
random,P044,hammerhead ribozyme,망치머리형리보자임,망치머리형리보자임,ok,정답(대표),exact,True,True,알레르기혈청,True
random,P044,suprameatal foveola,바깥귀길위오목,무균실험대,ok,오답,-,False,False,무균실험대,True
random,P044,kub left lateral,"콩팥요관방광촬영, 왼쪽측방향",,none,미검출,-,False,False,구순증,True
random,P045,entire trapezius muscle,온등세모근,,none,미검출,-,False,False,경추성 현기증,True
random,P045,topalgia,국소통증,,none,미검출,-,False,False,신경관,True
random,P045,naegleria fowleri,파울러자유아메바,,none,미검출,-,False,False,혈압측정(법),True
random,P046,auriculotemporal nerve,귓바퀴관자신경,,none,미검출,-,False,False,각막병(증),True
random,P046,implosion,홍수(노출)요법,,none,미검출,-,False,True,질병구성,True
random,P046,airborne infection,공기매개감염,공기매개감염,ok,정답(대표),exact,True,True,제3뇌구조,False
random,P047,retaining harness,장치유지,,none,미검출,-,False,False,직장경,True
random,P047,blood donation,헌혈,,none,미검출,-,False,True,중간형 지중해빈혈,True
random,P047,meckel's diverticulectomy,멕켈 게실절제술,감입발톱,ok,오답,-,False,False,감입발톱,True
random,P048,deshielded proton,미차폐양성자,미차폐양성자,ok,정답(대표),exact,True,True,중간수근골(관절)의 탈구,False
random,P048,insular sclerosis,섬경화증,,none,미검출,-,False,False,바깥귀길위오목,True
random,P048,anisometropic amblyopia,굴절부등약시,,none,미검출,-,False,False,철적혈모구빈혈,True
random,P049,endocrinologist,내분비전문의,,none,미검출,-,False,True,귀속-,True
random,P049,hapgok,합곡(合谷),,none,미검출,-,False,False,근육의 결여,True
random,P049,water bath,욕조,,none,미검출,-,False,True,폐의 무발생,True
random,P050,case-mix,질병구성,,none,미검출,-,False,False,인두편도 생검,True
random,P050,clean bench,무균실험대,무균실험대,ok,정답(대표),exact,True,True,자궁수축 변화,True
random,P050,cryptococcal meningocerebritis,크립토콕쿠스수막대뇌염,뿌리끝육아종,ok,오답,-,False,False,뿌리끝육아종,True
random,P051,coalescent mastoiditis,융합꼭지돌기염,,none,미검출,-,False,False,외과적시기결정,True
random,P051,glaucomatous cataract,녹내장성백내장,,none,미검출,-,False,False,간섭작용,True
random,P051,onychocryptosis,감입발톱,,none,미검출,-,False,False,외과적시기결정,True
random,P052,gastroenteritis paratyphosa,파라티푸스위창자염,,none,미검출,-,False,False,자궁수축 변화,True
random,P052,school childhood,학령기,,none,미검출,-,False,False,섬경화증,True
random,P052,biopsy of adenoid,인두편도 생검,인두편도 생검,ok,정답(대표),exact,True,True,온등세모근,True
random,P053,genuine diabetes,진성당뇨병,진성당뇨병,ok,정답(대표),exact,True,True,불수의-,True
random,P053,neuropsychiatry,신경정신과학,,none,미검출,-,False,False,파울러자유아메바,True
random,P053,mysophilia,불결기호증,미차폐양성자,ok,오답,-,False,True,미차폐양성자,True
random,P054,laryngotracheal stenosis,후두기관협착(증),,none,미검출,-,False,False,크립토콕쿠스수막대뇌염,True
random,P054,plantar flexion,발바닥쪽 굽힘,,none,미검출,-,False,False,홍수(노출)요법,True
random,P054,paraduodenal fold,샘창자옆주름,무균실험대,ok,오답,-,False,False,무균실험대,True
random,P055,superexcitation,과도흥분,,none,미검출,-,False,False,섬경화증,True
random,P055,derangement of patella,무릎뼈의 장애,,none,미검출,-,False,False,폐의 무발생,True
random,P055,exteroceptive stimulus,외수용자극,노르메타네프린,ok,오답,-,False,False,노르메타네프린,True
random,P056,endaural,귀속-,,none,미검출,-,False,True,정밀면역검사-C형간염항체,True
random,P056,colpomyomectomy,질식근종절제(술),,none,미검출,-,False,False,회전양극관,True
random,P057,agenesis of lung,폐의 무발생,,none,미검출,-,False,False,합곡(合谷),True
random,P057,epiplocele,대망탈장,대망탈장,ok,정답(대표),exact,True,True,무균실험대,True
random,P057,supporting spiritual rituals,영적의식 지지하기,악교정수술을 지원,ok,오답,-,False,False,악교정수술,True
random,P058,bidiscoidal placenta,두원반태반,,none,미검출,-,False,False,수혈혈액검사,True
random,P058,normetanephrine,노르메타네프린,,none,미검출,-,False,True,헌혈,True
random,P058,absence of muscle,근육의 결여,,none,미검출,-,False,False,"콩팥요관방광촬영, 왼쪽측방향",True
random,P059,rotalix tube,회전양극관,공막 괴사/ 융해,ok,오답,-,False,False,공막 괴사/ 융해,True
random,P059,reciprocal shaker,왕복진탕기,협백 (俠白),ok_nospace,오답,-,False,True,협백(俠白),True
random,P059,negative pressure,음압,,none,미검출,-,False,False,제3뇌구조,True
random,P060,urarthritis,통풍관절염,,none,미검출,-,False,True,미차폐양성자,True
random,P060,bilateral palatine tonsils,양측 목구멍 편도,인두편도,ok,오답,-,False,False,주혈흡충,True
random,P060,epididymal duct,부고환관,외수용자극,ok,오답,-,False,False,외수용자극,True
random,P061,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,디스트로피성 수포성 표피박리증,ok,정답(대표),exact,True,True,바깥귀길위오목,False
random,P061,third ventricle structure,제3뇌구조,,none,미검출,-,False,False,융합꼭지돌기염,True
random,P061,cardioplegic,심장마비-,,none,미검출,-,False,True,근육의 결여,True
random,P062,hemodynamometry,혈압측정(법),,none,미검출,-,False,True,감입발톱,True
random,P062,sirenomelia syndrome,인어다리 증후군,심장마비-,ok,오답,-,False,False,심장마비-,True
random,P062,heredoinfection,유전감염,온등세모근,ok,오답,-,False,True,온등세모근,True
random,P063,papilloma of cerviv,자궁경부의 유두종,,none,미검출,-,False,False,제3뇌구조,True
random,P063,diabetic coma,당뇨 혼수,,none,미검출,-,False,False,온등세모근,True
random,P063,glutitis,볼기염,,none,미검출,-,False,False,노르메타네프린,True
random,P064,protein-losing enteropathy,단백질소실장병(증),,none,미검출,-,False,False,공기매개감염,True
random,P064,proctoscope,직장경,,none,미검출,-,False,False,융합꼭지돌기염,True
random,P064,involuntary,불수의-,불수의,ok,정답(대표),variant,True,True,무균실험대,True
random,P065,upper extremity,위팔,,none,미검출,-,False,False,직장경,True
random,P065,altered uterine contractions,자궁수축 변화,,none,미검출,-,False,False,당뇨 혼수,True
random,P065,nodular prurigo,결절가려움발진,,none,미검출,-,False,False,망치머리형리보자임,True
random,P066,breast stereotactic biopsy,유방 입체정위 생검술,,none,미검출,-,False,False,당뇨 혼수,True
random,P066,surgical staging,외과적시기결정,대망탈장 장치유지,ok,오답,-,False,False,대망탈장,True
random,P066,meningoencephalocele,수막뇌류,,none,미검출,-,False,False,다낭성 신장의 형성이상,True
random,P067,blood donation,헌혈,,none,미검출,-,False,False,중간형 지중해빈혈,True
random,P067,agenesis of lung,폐의 무발생,,none,미검출,-,False,True,합곡(合谷),True
random,P067,papilloma of cerviv,자궁경부의 유두종,,none,미검출,-,False,False,제3뇌구조,True
random,P068,orofaciodigital syndrome,구안지 증후군,,none,미검출,-,False,False,중간수근골(관절)의 탈구,True
random,P068,intermedia thalassaemia,중간형 지중해빈혈,,none,미검출,-,False,False,노르메타네프린,True
random,P068,biopsy of adenoid,인두편도 생검,,none,미검출,-,False,False,온등세모근,True
random,P069,cervical vertigo,경추성 현기증,,none,미검출,-,False,True,녹내장성백내장,True
random,P069,epididymal duct,부고환관,,none,미검출,-,False,False,외수용자극,True
random,P069,derangement of patella,무릎뼈의 장애,,none,미검출,-,False,False,폐의 무발생,True
random,P070,positioned flap,판막이동수술,,none,미검출,-,False,False,당뇨 혼수,False
random,P070,onychocryptosis,감입발톱,,none,미검출,-,False,True,외과적시기결정,True
random,P070,coalescent mastoiditis,융합꼭지돌기염,융합꼭지돌기염,ok,정답(대표),exact,True,True,외과적시기결정,True
random,P071,nodular prurigo,결절가려움발진,,none,미검출,-,False,False,망치머리형리보자임,True
random,P071,naegleria fowleri,파울러자유아메바,,none,미검출,-,False,False,혈압측정(법),True
random,P071,retaining harness,장치유지,직장경,ok,오답,-,False,False,직장경,True
random,P072,meckel's diverticulectomy,멕켈 게실절제술,,none,미검출,-,False,False,감입발톱,True
random,P072,myotonic disorders,근긴장장애,감입발톱,ok,오답,-,False,False,감입발톱,True
random,P072,glutitis,볼기염,,none,미검출,-,False,False,노르메타네프린,True
random,P073,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,,none,미검출,-,False,False,근긴장장애,True
random,P073,school childhood,학령기,,none,미검출,-,False,False,섬경화증,True
random,P073,mysophilia,불결기호증,,none,미검출,-,False,False,미차폐양성자,True
random,P074,absence of muscle,근육의 결여,근육 조직의 완전한 결여,ok,오답,-,False,True,"콩팥요관방광촬영, 왼쪽측방향",True
random,P074,dry weight,투석목표체중,,none,미검출,-,False,True,신경정신과학,True
random,P074,bidiscoidal placenta,두원반태반,,none,미검출,-,False,False,수혈혈액검사,True
random,P075,cryptococcal meningocerebritis,크립토콕쿠스수막대뇌염,크립토콕쿠스수막대뇌염,ok,정답(대표),exact,True,True,뿌리끝육아종,False
random,P075,keratopathy,각막병(증),,none,미검출,-,False,False,섬경화증,True
random,P075,blood fluke,주혈흡충,주혈흡충,ok,정답(대표),exact,True,True,무기력,True
random,P076,protein-losing enteropathy,단백질소실장병(증),,none,미검출,-,False,False,공기매개감염,True
random,P076,paraduodenal fold,샘창자옆주름,무균실험대,ok,오답,-,False,False,무균실험대,True
random,P076,orthognathic surgery,악교정수술,,none,미검출,-,False,False,볼기염,True
random,P077,hippocampal sclerosis,해마경화(증),,none,미검출,-,False,False,위팔,True
random,P077,urarthritis,통풍관절염,,none,미검출,-,False,True,미차폐양성자,True
random,P077,inertia,무기력,,none,미검출,-,False,False,유방 입체정위 생검술,True
random,P078,hapgok,합곡(合谷),합곡,ok,정답(대표),variant,True,True,근육의 결여,True
random,P078,negative pressure,음압,,none,미검출,-,False,True,제3뇌구조,True
random,P078,anisometropic amblyopia,굴절부등약시,,none,미검출,-,False,False,철적혈모구빈혈,True
random,P079,genuine diabetes,진성당뇨병,진성당뇨병,ok,정답(대표),exact,True,True,불수의-,False
random,P079,epiplocele,대망탈장,대망탈장,ok,정답(대표),exact,True,True,무균실험대,True
random,P079,multicystic renal dysplasia,다낭성 신장의 형성이상,,none,미검출,-,False,False,욕조,True
random,P080,neurocanal,신경관,,none,미검출,-,False,True,회전양극관,True
random,P080,superexcitation,과도흥분,과도흥분,ok,정답(대표),exact,True,True,섬경화증,True
random,P080,exteroceptive stimulus,외수용자극,,none,미검출,-,False,False,노르메타네프린,True
random,P081,topalgia,국소통증,,none,미검출,-,False,False,신경관,True
random,P081,transfusion tests,수혈혈액검사,수혈혈액검사,ok,정답(대표),exact,True,True,헌혈,True
random,P081,plantar flexion,발바닥쪽 굽힘,홍수 (노출) 요법,ok_nospace,오답,-,False,False,홍수(노출)요법,True
random,P082,rotalix tube,회전양극관,,none,미검출,-,False,False,공막 괴사/ 융해,True
random,P082,reciprocal shaker,왕복진탕기,,none,미검출,-,False,False,협백(俠白),True
random,P083,proctoscope,직장경,,none,미검출,-,False,False,융합꼭지돌기염,True
random,P083,hammerhead ribozyme,망치머리형리보자임,,none,미검출,-,False,False,알레르기혈청,True
random,P083,hemodynamometry,혈압측정(법),감입발톱,ok,오답,-,False,False,감입발톱,True
random,P084,breast stereotactic biopsy,유방 입체정위 생검술,,none,미검출,-,False,False,당뇨 혼수,True
random,P084,normetanephrine,노르메타네프린,,none,미검출,-,False,False,헌혈,True
random,P085,oncotaxonomy,종양분류법,,none,미검출,-,False,False,인두편도 생검,True
random,P085,capillaria hepatica,간모세선충,,none,미검출,-,False,False,왕복진탕기,True
random,P085,colpomyomectomy,질식근종절제(술),,none,미검출,-,False,False,회전양극관,True
random,P086,dental granuloma,뿌리끝육아종,,none,미검출,-,False,False,귓바퀴관자신경,True
random,P086,supporting spiritual rituals,영적의식 지지하기,,none,미검출,-,False,False,악교정수술,True
random,P086,high quality-hcv ab,정밀면역검사-C형간염항체,,none,미검출,-,False,True,내시경 이용 눈물주머니코안 연결 교정,True
random,P087,glaucomatous cataract,녹내장성백내장,,none,미검출,-,False,False,간섭작용,True
random,P087,deshielded proton,미차폐양성자,,none,미검출,-,False,False,중간수근골(관절)의 탈구,True
random,P087,cheilosis,구순증,구순증,ok,정답(대표),exact,True,True,후두기관협착(증),True
random,P088,bilateral palatine tonsils,양측 목구멍 편도,,none,미검출,-,False,False,주혈흡충,True
random,P088,clean bench,무균실험대,,none,미검출,-,False,False,자궁수축 변화,True
random,P089,neuropsychiatry,신경정신과학,,none,미검출,-,False,False,파울러자유아메바,True
random,P089,water bath,욕조,,none,미검출,-,False,True,폐의 무발생,True
random,P089,sao paulo fever,상파울로열,,none,미검출,-,False,False,의치지지조직,True
random,P090,involuntary,불수의-,불수의,ok,정답(대표),variant,True,True,무균실험대,True
random,P090,insular sclerosis,섬경화증,,none,미검출,-,False,False,바깥귀길위오목,True
random,P090,allergenic serum,알레르기혈청,알레르기혈청,ok,정답(대표),exact,True,True,욕조,True
random,P091,basal seat,의치지지조직,뿌리끝육아종,ok,오답,-,False,False,뿌리끝육아종,True
random,P091,case-mix,질병구성,인두편도 생검,ok,오답,-,False,True,인두편도 생검,True
random,P091,third ventricle structure,제3뇌구조,,none,미검출,-,False,False,융합꼭지돌기염,True
random,P092,gastroenteritis paratyphosa,파라티푸스위창자염,,none,미검출,-,False,False,자궁수축 변화,True
random,P092,auriculotemporal nerve,귓바퀴관자신경,,none,미검출,-,False,False,각막병(증),True
random,P092,bacteriostasis,정균작용,장치유지,ok,오답,-,False,False,폐의 무발생,True
random,P093,altered uterine contractions,자궁수축 변화,,none,미검출,-,False,False,당뇨 혼수,True
random,P093,surgical staging,외과적시기결정,대망탈장,ok,오답,-,False,False,대망탈장,True
random,P093,upper extremity,위팔,왼쪽 직장경,ok,오답,-,False,False,직장경,True
random,P094,diabetic coma,당뇨 혼수,,none,미검출,-,False,False,온등세모근,True
random,P094,suprameatal foveola,바깥귀길위오목,,none,미검출,-,False,False,무균실험대,True
random,P094,laryngotracheal stenosis,후두기관협착(증),후두기관협착 (증),ok_nospace,정답(대표),variant,True,True,크립토콕쿠스수막대뇌염,True
random,P095,psgn,연쇄구균감염후 사구체신염,,none,미검출,-,False,False,유전감염,True
random,P095,kub left lateral,"콩팥요관방광촬영, 왼쪽측방향","콩팥요관방광촬영, 왼쪽측방향",ok,정답(대표),exact,True,True,구순증,False
random,P095,interferential action,간섭작용,간섭작용,ok,정답(대표),exact,True,True,후두기관협착(증),False
random,P096,entire trapezius muscle,온등세모근,경추성 현기증 전체,ok,오답,-,False,False,경추성 현기증,True
random,P096,implosion,홍수(노출)요법,,none,미검출,-,False,False,질병구성,True
random,P096,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,디스트로피성 수포성 표피박리증,ok,정답(대표),exact,True,True,바깥귀길위오목,False
random,P097,cardioplegic,심장마비-,,none,미검출,-,False,True,근육의 결여,True
random,P097,rash purpuric,자색반 발진,수막뇌류,ok,오답,-,False,False,수막뇌류,True
random,P097,sideroblastic anaemia,철적혈모구빈혈,,none,미검출,-,False,False,공기매개감염,True
random,P098,heredoinfection,유전감염,,none,미검출,-,False,True,온등세모근,True
random,P098,airborne infection,공기매개감염,망치머리형리보자임,ok,오답,-,False,False,제3뇌구조,True
random,P099,hyeopbaek,협백(俠白),불수의-,ok,오답,-,False,False,불수의-,True
random,P099,endocrinologist,내분비전문의,,none,미검출,-,False,False,귀속-,True
random,P099,sirenomelia syndrome,인어다리 증후군,,none,미검출,-,False,False,심장마비-,True
