mode,para_id,en,rep,matched,injected,term_hit,hit_form,decoy,followed_decoy
random,P063,papilloma of cerviv,자궁경부의 유두종,True,True,False,,제3뇌구조,True
random,P063,diabetic coma,당뇨 혼수,True,True,False,,온등세모근,True
random,P063,glutitis,볼기염,True,True,False,,노르메타네프린,True
random,P064,protein-losing enteropathy,단백질소실장병(증),True,True,False,,공기매개감염,True
random,P064,proctoscope,직장경,True,True,False,,융합꼭지돌기염,True
random,P064,involuntary,불수의-,True,True,True,불수의-,무균실험대,True
random,P065,upper extremity,위팔,True,True,False,,직장경,True
random,P065,altered uterine contractions,자궁수축 변화,True,True,False,,당뇨 혼수,True
random,P065,nodular prurigo,결절가려움발진,True,True,False,,망치머리형리보자임,True
random,P066,breast stereotactic biopsy,유방 입체정위 생검술,True,True,False,,당뇨 혼수,True
random,P066,surgical staging,외과적시기결정,True,True,False,,대망탈장,True
random,P066,meningoencephalocele,수막뇌류,True,True,False,,다낭성 신장의 형성이상,True
random,P067,blood donation,헌혈,True,True,False,,중간형 지중해빈혈,True
random,P067,agenesis of lung,폐의 무발생,True,True,True,폐의 무발생,합곡(合谷),True
random,P067,papilloma of cerviv,자궁경부의 유두종,True,True,False,,제3뇌구조,True
random,P068,orofaciodigital syndrome,구안지 증후군,True,True,False,,중간수근골(관절)의 탈구,True
random,P068,intermedia thalassaemia,중간형 지중해빈혈,True,True,False,,노르메타네프린,True
random,P068,biopsy of adenoid,인두편도 생검,True,True,False,,온등세모근,True
random,P069,cervical vertigo,경추성 현기증,True,True,True,경추성 현기증,녹내장성백내장,True
random,P069,epididymal duct,부고환관,True,True,False,,외수용자극,True
random,P069,derangement of patella,무릎뼈의 장애,True,True,False,,폐의 무발생,True
random,P070,positioned flap,판막이동수술,True,True,False,,당뇨 혼수,False
random,P070,onychocryptosis,감입발톱,True,True,True,감입발톱,외과적시기결정,True
random,P070,coalescent mastoiditis,융합꼭지돌기염,True,True,True,융합꼭지돌기염,외과적시기결정,True
random,P071,nodular prurigo,결절가려움발진,True,True,False,,망치머리형리보자임,True
random,P071,naegleria fowleri,파울러자유아메바,True,True,False,,혈압측정(법),True
random,P071,retaining harness,장치유지,True,True,False,,직장경,True
random,P072,meckel's diverticulectomy,멕켈 게실절제술,True,True,False,,감입발톱,True
random,P072,myotonic disorders,근긴장장애,True,True,False,,감입발톱,True
random,P072,glutitis,볼기염,True,True,False,,노르메타네프린,True
random,P073,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,True,True,False,,근긴장장애,True
random,P073,school childhood,학령기,True,True,False,,섬경화증,True
random,P073,mysophilia,불결기호증,True,True,False,,미차폐양성자,True
random,P074,absence of muscle,근육의 결여,True,True,True,근육의 결여,"콩팥요관방광촬영, 왼쪽측방향",True
random,P074,dry weight,투석목표체중,True,True,True,투석목표체중,신경정신과학,True
random,P074,bidiscoidal placenta,두원반태반,True,True,False,,수혈혈액검사,True
random,P075,cryptococcal meningocerebritis,크립토콕쿠스수막대뇌염,True,True,True,크립토콕쿠스수막대뇌염,뿌리끝육아종,False
random,P075,keratopathy,각막병(증),True,True,False,,섬경화증,True
random,P075,blood fluke,주혈흡충,True,True,True,주혈흡충,무기력,True
random,P076,protein-losing enteropathy,단백질소실장병(증),True,True,False,,공기매개감염,True
random,P076,paraduodenal fold,샘창자옆주름,True,True,False,,무균실험대,True
random,P076,orthognathic surgery,악교정수술,True,True,False,,볼기염,True
random,P077,hippocampal sclerosis,해마경화(증),True,True,False,,위팔,True
random,P077,urarthritis,통풍관절염,True,True,True,통풍관절염,미차폐양성자,True
random,P077,inertia,무기력,True,True,False,,유방 입체정위 생검술,True
random,P078,hapgok,합곡(合谷),True,True,True,합곡(合谷),근육의 결여,True
random,P078,negative pressure,음압,True,True,True,음압,제3뇌구조,True
random,P078,anisometropic amblyopia,굴절부등약시,True,True,False,,철적혈모구빈혈,True
random,P079,genuine diabetes,진성당뇨병,True,True,True,진성당뇨병,불수의-,False
random,P079,epiplocele,대망탈장,True,True,True,대망탈장,무균실험대,True
random,P079,multicystic renal dysplasia,다낭성 신장의 형성이상,True,True,False,,욕조,True
random,P080,neurocanal,신경관,True,True,True,신경관,회전양극관,True
random,P080,superexcitation,과도흥분,True,True,True,과도흥분,섬경화증,True
random,P080,exteroceptive stimulus,외수용자극,True,True,False,,노르메타네프린,True
random,P081,topalgia,국소통증,True,True,False,,신경관,True
random,P081,transfusion tests,수혈혈액검사,True,True,True,수혈혈액검사,헌혈,True
random,P081,plantar flexion,발바닥쪽 굽힘,True,True,False,,홍수(노출)요법,True
random,P082,endaural,귀속-,False,False,False,,정밀면역검사-C형간염항체,False
random,P082,rotalix tube,회전양극관,True,True,False,,공막 괴사/ 융해,True
random,P082,reciprocal shaker,왕복진탕기,True,True,False,,협백(俠白),True
random,P083,proctoscope,직장경,True,True,False,,융합꼭지돌기염,True
random,P083,hammerhead ribozyme,망치머리형리보자임,True,True,False,,알레르기혈청,True
random,P083,hemodynamometry,혈압측정(법),True,True,False,,감입발톱,True
random,P084,breast stereotactic biopsy,유방 입체정위 생검술,True,True,False,,당뇨 혼수,True
random,P084,normetanephrine,노르메타네프린,True,True,False,,헌혈,True
random,P084,foraminal,그물막구멍,False,False,False,,대망탈장,True
random,P085,oncotaxonomy,종양분류법,True,True,False,,인두편도 생검,True
random,P085,capillaria hepatica,간모세선충,True,True,False,,왕복진탕기,True
random,P085,colpomyomectomy,질식근종절제(술),True,True,False,,회전양극관,True
random,P086,dental granuloma,뿌리끝육아종,True,True,False,,귓바퀴관자신경,True
random,P086,supporting spiritual rituals,영적의식 지지하기,True,True,False,,악교정수술,True
random,P086,high quality-hcv ab,정밀면역검사-C형간염항체,True,True,True,정밀면역검사-C형간염항체,내시경 이용 눈물주머니코안 연결 교정,True
random,P087,glaucomatous cataract,녹내장성백내장,True,True,False,,간섭작용,True
random,P087,deshielded proton,미차폐양성자,True,True,False,,중간수근골(관절)의 탈구,True
random,P087,cheilosis,구순증,True,True,True,구순증,후두기관협착(증),True
random,P088,bilateral palatine tonsils,양측 목구멍 편도,True,True,False,,주혈흡충,True
random,P088,clean bench,무균실험대,True,True,False,,자궁수축 변화,True
random,P088,scleral necrosis/melt,공막 괴사/ 융해,False,False,False,,,False
random,P089,neuropsychiatry,신경정신과학,True,True,False,,파울러자유아메바,True
random,P089,water bath,욕조,True,True,True,욕조,폐의 무발생,True
random,P089,sao paulo fever,상파울로열,True,True,False,,의치지지조직,True
random,P090,involuntary,불수의-,True,True,True,불수의-,무균실험대,True
random,P090,insular sclerosis,섬경화증,True,True,False,,바깥귀길위오목,True
random,P090,allergenic serum,알레르기혈청,True,True,True,알레르기혈청,욕조,True
random,P091,basal seat,의치지지조직,True,True,False,,뿌리끝육아종,True
random,P091,case-mix,질병구성,True,True,True,질병구성,인두편도 생검,True
random,P091,third ventricle structure,제3뇌구조,True,True,False,,융합꼭지돌기염,True
random,P092,gastroenteritis paratyphosa,파라티푸스위창자염,True,True,False,,자궁수축 변화,True
random,P092,auriculotemporal nerve,귓바퀴관자신경,True,True,False,,각막병(증),True
random,P092,bacteriostasis,정균작용,True,True,False,,폐의 무발생,True
random,P093,altered uterine contractions,자궁수축 변화,True,True,False,,당뇨 혼수,True
random,P093,surgical staging,외과적시기결정,True,True,False,,대망탈장,True
random,P093,upper extremity,위팔,True,True,False,,직장경,True
random,P094,diabetic coma,당뇨 혼수,True,True,False,,온등세모근,True
random,P094,suprameatal foveola,바깥귀길위오목,True,True,False,,무균실험대,True
random,P094,laryngotracheal stenosis,후두기관협착(증),True,True,True,후두기관협착(증),크립토콕쿠스수막대뇌염,True
random,P095,psgn,연쇄구균감염후 사구체신염,True,True,False,,유전감염,True
random,P095,kub left lateral,"콩팥요관방광촬영, 왼쪽측방향",True,True,True,"콩팥요관방광촬영, 왼쪽측방향",구순증,False
random,P095,interferential action,간섭작용,True,True,True,간섭작용,후두기관협착(증),False
random,P096,entire trapezius muscle,온등세모근,True,True,False,,경추성 현기증,True
random,P096,implosion,홍수(노출)요법,True,True,False,,질병구성,True
random,P096,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,True,True,True,디스트로피성 수포성 표피박리증,바깥귀길위오목,False
random,P097,cardioplegic,심장마비-,True,True,True,심장마비-,근육의 결여,True
random,P097,rash purpuric,자색반 발진,True,True,False,,수막뇌류,True
random,P097,sideroblastic anaemia,철적혈모구빈혈,True,True,False,,공기매개감염,True
random,P098,heredoinfection,유전감염,True,True,True,유전감염,온등세모근,True
random,P098,airborne infection,공기매개감염,True,True,False,,제3뇌구조,True
random,P098,dislocation of midcarpal(joint),중간수근골(관절)의 탈구,False,False,False,,,False
random,P099,hyeopbaek,협백(俠白),True,True,False,,불수의-,True
random,P099,endocrinologist,내분비전문의,True,True,False,,귀속-,True
random,P099,sirenomelia syndrome,인어다리 증후군,True,True,False,,심장마비-,True
