mode,para_id,en,rep,span,span_why,aligned_grade,aligned_level,aligned_hit,contains_hit,decoy,followed_decoy
term,P251,perfluorocarbon,과불화탄소,과불화탄소,ok,정답(대표),exact,True,True,,
term,P251,myelalgia,척수통증,척수통증,ok,정답(대표),exact,True,True,,
term,P252,third ventricle,셋째뇌실,셋째뇌실,ok,정답(대표),exact,True,True,,
term,P252,cystitomy,수정체낭절개(술),수정체낭절개(술),ok,정답(대표),exact,True,True,,
term,P252,inappropriate self disclosure,부적절한 자기 노출,부적절한 자기 노출,ok,정답(대표),exact,True,True,,
term,P253,erythema migrans,이동성 홍반,이동성 홍반,ok,정답(대표),exact,True,True,,
term,P253,medical indigent,의료급여대상자,의료급여대상자,ok,정답(대표),exact,True,True,,
term,P253,unequal limb length,사지길이부동증,사지길이부동증,ok,정답(대표),exact,True,True,,
term,P254,primary mover,주작용근,주작용근,ok,정답(대표),exact,True,True,,
term,P254,motor fiber,운동신경섬유,운동신경섬유,ok,정답(대표),exact,True,True,,
term,P254,tuberculosis of oesophagus,식도의 결핵,식도의 결핵,ok,정답(대표),exact,True,True,,
term,P255,primitive neuroectodermal tumor,원시신경외배엽종양,원시신경외배엽종양,ok,정답(대표),exact,True,True,,
term,P255,endovascular ultrasonography,혈관내 초음파촬영,혈관내 초음파촬영,ok,정답(대표),exact,True,True,,
term,P255,failed forceps,집게 사용 실패,집게 사용 실패,ok,정답(대표),exact,True,True,,
term,P256,ceruminous gland,귀지샘,귀지샘,ok,정답(대표),exact,True,True,,
term,P256,synclonus,동조근간대,동조근간대,ok,정답(대표),exact,True,True,,
term,P256,lienorenal,지라콩팥-,지라콩팥-,ok,정답(대표),exact,True,True,,
term,P257,affectivity,정동성,정동성,ok,정답(대표),exact,True,True,,
term,P257,ureteropelvic junction,요관깔때기이음부,요관깔때기이음부,ok,정답(대표),exact,True,True,,
term,P257,gangliectomy,신경절절제(술),신경절절제,ok,정답(대표),variant,True,True,,
term,P258,dry socket recurettage,발치와골염 재소파술,발치와골염 재소파술,ok,정답(대표),exact,True,True,,
term,P258,epigastric artery,배벽동맥,하- 배벽동맥,ok,정답(대표),partial,True,True,,
term,P258,transurethral intravesical electrotherapy,요도경유방광속전기요법,요도경유방광속전기요법,ok,정답(대표),exact,True,True,,
term,P259,micromanipulation,미세조작(술),미세조작,ok,정답(대표),variant,True,True,,
term,P259,negative pressure,음압,음압,ok,정답(대표),exact,True,True,,
term,P259,puborectalis muscle,두덩곧창자근,두덩곧창자근,ok,정답(대표),exact,True,True,,
term,P260,costal angle,갈비뼈각,갈비뼈각,ok,정답(대표),exact,True,True,,
term,P260,abdominal palpable mass,복부 촉지성 종괴,복부 촉지성 종괴,ok,정답(대표),exact,True,True,,
term,P260,interim abutment,임시 지대주,임시 지대주,ok,정답(대표),exact,True,True,,
term,P261,recession operation,뒤옮김술,뒤옮김술,ok,정답(대표),exact,True,True,,
term,P261,podiatrist,발전문가,발전문가,ok,정답(대표),exact,True,True,,
term,P261,recurrent thyroid ca,재발성 갑상선암,재발성 갑상선암,ok,정답(대표),exact,True,True,,
term,P262,noonan syndrome,누난 증후군,누난 증후군,ok,정답(대표),exact,True,True,,
term,P262,high-grade lymphoma,심한 림프종,심한 림프종,ok,정답(대표),exact,True,True,,
term,P262,hereditary amyloid nephropathy,유전성 아밀로이드 신장병증,유전성 아밀로이드 신장병증,ok,정답(대표),exact,True,True,,
term,P263,collagen fiber graft,교원 섬유 이식술,교원 섬유 이식술,ok,정답(대표),exact,True,True,,
term,P263,ocular prosthesis,의안,의안,ok,정답(대표),exact,True,True,,
term,P263,laryngopharyngitis,후두인두염,후두인두염,ok,정답(대표),exact,True,True,,
term,P264,postoperative nasopharynx cancer,"비인두암, 수술후 상태","비인두암, 수술후 상태",ok,정답(대표),exact,True,True,,
term,P264,oath of hippocrates,히포크라테스선서,히포크라테스선서,ok,정답(대표),exact,True,True,,
term,P264,postprocedural hypothyroidism,처치후 갑상선기능저하증,처치후 갑상선기능저하증,ok,정답(대표),exact,True,True,,
term,P265,scintillating hemianopia,섬광반맹,섬광반맹,ok,정답(대표),exact,True,True,,
term,P265,dislocation of wrist,손목의 탈구,손목의 탈구,ok,정답(대표),exact,True,True,,
term,P265,aspergillus niger,아스페르길루스니게르,아스페르길루스니게르,ok,정답(대표),exact,True,True,,
term,P266,paraspasm,대칭성연축,대칭성연축,ok,정답(대표),exact,True,True,,
term,P266,molding,두개몰딩,두개몰딩,ok,정답(대표),exact,True,True,,
term,P266,retention of urine,소변정체,소변정체,ok,정답(대표),exact,True,True,,
term,P267,cranial dermal sinus,뇌피부동,뇌피부동,ok,정답(대표),exact,True,True,,
term,P267,retrograde impulse,역방향흥분,역방향흥분,ok,정답(대표),exact,True,True,,
term,P267,iodinated,요오드표지-,요오드표지,ok,정답(대표),variant,True,False,,
term,P268,spinal injuries,척수 손상,척수 손상,ok,정답(대표),exact,True,True,,
term,P268,facial nucleus,얼굴신경핵,얼굴신경핵,ok,정답(대표),exact,True,True,,
term,P268,alert,명료함,명료함,ok,정답(대표),exact,True,True,,
term,P269,dendritic spine,수지상극,수지상극,ok,정답(대표),exact,True,True,,
term,P269,hyperestrinism,여성호르몬과다(증),여성호르몬과다(증),ok,정답(대표),exact,True,True,,
term,P269,absolute scotoma,절대암점,절대암점,ok,정답(대표),exact,True,True,,
term,P270,paramyxoviridae infection,파라믹소바이러스 감염,파라믹소바이러스 감염,ok,정답(대표),exact,True,True,,
term,P270,hb-sc disease,헤모글로빈-SC병,헤모글로빈-SC병,ok,정답(대표),exact,True,True,,
term,P270,echo pulse,초음파,초음파,ok,정답(대표),exact,True,True,,
term,P271,teat,젖꼭지,젖꼭지,ok,정답(대표),exact,True,True,,
term,P271,organic writer's cramp,기질성 서경,기질성 서경,ok,정답(대표),exact,True,True,,
term,P271,esthiomene,만성 외음궤양,만성 외음궤양,ok,정답(대표),exact,True,True,,
term,P272,triaging,중증도 분류,중증도 분류,ok,정답(대표),exact,True,True,,
term,P272,fistula of gallbladder,담낭의 누공,담낭의 누공,ok,정답(대표),exact,True,True,,
term,P272,periarthritis of wrist,손목의 관절주위염,손목의 관절주위염,ok,정답(대표),exact,True,True,,
term,P273,inverse-ratio ventilation,역비환기,역비환기,ok,정답(대표),exact,True,True,,
term,P273,forehead,전두,전두부,ok,정답(대표),partial,True,True,,
term,P273,complex echo pattern,복잡메아리,복잡메아리,ok,정답(대표),exact,True,True,,
term,P274,blood tinged sputum,혈액흔적가래,혈액흔적가래,ok,정답(대표),exact,True,True,,
term,P274,kakidrosis,땀악취증,땀악취증,ok,정답(대표),exact,True,True,,
term,P274,hippuric acid,마뇨산,마뇨산,ok,정답(대표),exact,True,True,,
term,P275,ophthalmophacometer,수정체굴절력측정계,수정체굴절력측정계,ok,정답(대표),exact,True,True,,
term,P275,radioimmunoelectrophoresis,방사면역전기이동(법),방사면역전기이동,ok,정답(대표),variant,True,True,,
term,P275,sirenomelia syndrome,인어다리 증후군,인어다리 증후군,ok,정답(대표),exact,True,True,,
term,P276,defective interfering particle,결손간섭입자,결손간섭입자,ok,정답(대표),exact,True,True,,
term,P276,ancylostoma ceylanicum,실론구충,실론구충,ok,정답(대표),exact,True,True,,
term,P276,pupillary seclusion,동공차단,동공차단,ok,정답(대표),exact,True,True,,
term,P277,mastadenitis,젖샘염,젖샘염,ok,정답(대표),exact,True,True,,
term,P277,ophthalmologic surgical procedures,안과 수술방법,안과 수술방법,ok,정답(대표),exact,True,True,,
term,P277,catatonic shizophrenia,긴장형 정신분열병,긴장형 정신분열병,ok,정답(대표),exact,True,True,,
term,P278,drug-induced,약물유발-,약물유발,ok,정답(대표),variant,True,True,,
term,P278,coalescent mastoiditis,융합꼭지돌기염,융합꼭지돌기염,ok,정답(대표),exact,True,True,,
term,P278,major calyx,큰콩팥잔,큰콩팥잔,ok,정답(대표),exact,True,True,,
term,P279,bladder neck contracture,방광목 위축,방광목 위축,ok,정답(대표),exact,True,True,,
term,P279,sign,징후,징후,ok,정답(대표),exact,True,True,,
term,P279,juvenile chronic iridocyclitis,연소성 만성 홍채섬모체염,연소성 만성 홍채섬모체염,ok,정답(대표),exact,True,True,,
term,P280,dural avf,경막의 동정맥루,경막의 동정맥루,ok,정답(대표),exact,True,True,,
term,P280,myoalbumin,근(육)알부민,근(육)알부민,ok,정답(대표),exact,True,True,,
term,P280,hay asthma,건초천식,건초천식,ok,정답(대표),exact,True,True,,
term,P281,post-traumatic polyarthrosis,외상후 다발관절증,외상 후 다발관절증,ok,정답(대표),variant,True,True,,
term,P281,insular sclerosis,섬경화증,섬경화증,ok,정답(대표),exact,True,True,,
term,P281,intestinal polypectomy,장 폴립 절제,장 폴립 절제,ok,정답(대표),exact,True,True,,
term,P282,pubocapsular,두덩관절피막-,두덩관절피막,ok,정답(대표),variant,True,False,,
term,P282,substantia nigra,흑(색)질,흑(색)질,ok,정답(대표),exact,True,True,,
term,P282,core decompression,중핵감압,중핵감압,ok,정답(대표),exact,True,True,,
term,P283,nonoperculated egg,무난개충란,무난개충란,ok,정답(대표),exact,True,True,,
term,P283,transcervical thymectomy,자궁목 경유 가슴샘 절제,자궁목 경유 가슴샘 절제,ok,정답(대표),exact,True,True,,
term,P283,phospholipidemia,인지질혈증,인지질혈증,ok,정답(대표),exact,True,True,,
term,P284,infraction,균열골절,균열골절,ok,정답(대표),exact,True,True,,
term,P284,epilemmal termination,신경속막종말,신경속막종말,ok,정답(대표),exact,True,True,,
term,P284,hairy-cell leukemia,털세포백혈병,털세포백혈병,ok,정답(대표),exact,True,True,,
term,P285,thyroid nodule,갑상선소결절,갑상선소결절,ok,정답(대표),exact,True,True,,
term,P285,paraphilia,성도착(증),성도착(증),ok,정답(대표),exact,True,True,,
term,P285,antifibrinolysin,항섬유소용해소제,항섬유소용해소제,ok,정답(대표),exact,True,True,,
term,P286,talipes calcaneus,발끝들린휜발증,발끝들린휜발증,ok,정답(대표),exact,True,True,,
term,P286,lyophobic,소액성,소액성,ok,정답(대표),exact,True,True,,
term,P286,long labor,지연 진통,지연 진통,ok,정답(대표),exact,True,True,,
term,P287,allocentric,타인중심-,타인중심,ok,정답(대표),variant,True,True,,
term,P287,vegetant intravascular hemangioendothelioma,증식혈관내혈관내피종,증식혈관내혈관내피종,ok,정답(대표),exact,True,True,,
term,P287,cervix dilatation,자궁경부개대,자궁경부개대,ok,정답(대표),exact,True,True,,
term,P288,lobectomy of lung,폐엽 절제,폐엽 절제,ok,정답(대표),exact,True,True,,
term,P288,supratentorial neoplasms,천막위 신생물,천막위 신생물,ok,정답(대표),exact,True,True,,
term,P288,basal seat,의치지지조직,의치지지조직,ok,정답(대표),exact,True,True,,
term,P289,mongoloid slant,몽골인 모양 눈,몽골인 모양 눈,ok,정답(대표),exact,True,True,,
term,P289,internal carotid angiography,두경부동맥조영-내경동맥,두경부동맥조영-내경동맥,ok,정답(대표),exact,True,True,,
term,P289,bionator,바이오네이터,바이오네이터,ok,정답(대표),exact,True,True,,
term,P290,syncytial,합포체-,합포체,ok,정답(동의어),exact,True,True,,
term,P290,tangential section,비스듬절단,비스듬절단,ok,정답(대표),exact,True,True,,
term,P290,incisor tooth,절치,절치 이,ok,정답(대표),variant,True,True,,
term,P291,bird-shot chorioretinopathy,산탄맥락망막병(증),산탄맥락망막병,ok,정답(대표),variant,True,True,,
term,P291,guinea pig,기니피그,기니피그,ok,정답(대표),exact,True,True,,
term,P291,multicystic kidney disease,다낭신장병,다낭신장병,ok,정답(대표),exact,True,True,,
term,P292,endometrial stromal sarcoma,자궁내막버팀질육종,자궁내막버팀질육종,ok,정답(대표),exact,True,True,,
term,P292,voluntomotory,수의운동-,수의,ok,오답,-,False,True,,
term,P292,m line,중간가로막,,none,미검출,-,False,True,,
term,P293,turbidometric technique,혼탁도측정기법,혼탁도측정기법,ok,정답(대표),exact,True,True,,
term,P293,retaining harness,장치유지,장치유지,ok,정답(대표),exact,True,True,,
term,P293,femur,넙다리뼈,넙다리뼈,ok,정답(대표),exact,True,True,,
term,P294,sarcoma of lung,폐 육종,폐 육종,ok,정답(대표),exact,True,True,,
term,P294,hyposthenuric urine,저비중뇨,저비중뇨,ok,정답(대표),exact,True,True,,
term,P294,rhabdomyomyxoma,횡문근점액종,횡문근점액종,ok,정답(대표),exact,True,True,,
term,P295,menometrorrhagia,불규칙과다월경,불규칙과다월경,ok,정답(대표),exact,True,True,,
term,P295,tuning curve,동조곡선,동조곡선,ok,정답(대표),exact,True,True,,
term,P295,horseshoe fistula,말발굽샛길,말발굽샛길,ok,정답(대표),exact,True,True,,
term,P296,ballism,도리깨질(증),도리깨질(증),ok,정답(대표),exact,True,True,,
term,P296,paraffinoma,파라핀종,파라핀종,ok,정답(대표),exact,True,True,,
term,P296,virgin population,무노출인구,무노출인구,ok,정답(대표),exact,True,True,,
term,P297,esterapenia,에스테라아제감소,에스테라아제감소,ok,정답(대표),exact,True,True,,
term,P297,reconstruction of thumb,엄지 손가락 재건,엄지 손가락 재건,ok,정답(대표),exact,True,True,,
term,P297,analgesia dolorosa,무감각부위통증,무감각부위통증,ok,정답(대표),exact,True,True,,
term,P298,cabot ring bodies,카보트고리소체,카보트고리소체,ok,정답(대표),exact,True,True,,
term,P298,paraduodenal fold,샘창자옆주름,샘창자옆주름,ok,정답(대표),exact,True,True,,
term,P298,hemoglobin c,헤모글로빈C,헤모글로빈 C,ok_nospace,정답(대표),variant,True,True,,
term,P299,presence of mei,인공중이삽입물의 존재,인공중이삽입물의 존재,ok,정답(대표),exact,True,True,,
term,P299,mamillitis,유두염,유두염,ok,정답(대표),exact,True,True,,
term,P299,oxyhydrocephalus,뾰족물머리증,뾰족물머리증,ok,정답(대표),exact,True,True,,
term,P300,root resection,치근 절제술,치근 절제술,ok,정답(대표),exact,True,True,,
term,P300,breast stereotactic biopsy,유방 입체정위 생검술,유방 입체정위 생검술,ok,정답(대표),exact,True,True,,
term,P300,myotonic disorders,근긴장장애,근긴장장애,ok,정답(대표),exact,True,True,,
term,P301,ionometer,이온화선량계,이온화선량계,ok,정답(대표),exact,True,True,,
term,P301,tingling,저림,저림,ok,정답(대표),exact,True,True,,
term,P301,first filial generation,일대잡종,일대잡종,ok,정답(대표),exact,True,True,,
term,P302,endosome,엔도솜,엔도솜,ok,정답(대표),exact,True,True,,
term,P302,mr mapping,자기공명지도화,자기공명지도화,ok,정답(대표),exact,True,True,,
term,P302,hyposegmentation,저분절증,저분절증,ok,정답(대표),exact,True,True,,
term,P303,intermittent explosive disorder,간헐폭발병,간헐폭발병,ok,정답(대표),exact,True,True,,
term,P303,gastroenteritis paratyphosa,파라티푸스위창자염,파라티푸스위창자염,ok,정답(대표),exact,True,True,,
term,P303,fixator muscle,고정근육,고정근육군,ok,정답(대표),partial,True,True,,
term,P304,sao paulo fever,상파울로열,상파울로열,ok,정답(대표),exact,True,True,,
term,P304,palpating,촉진하기,촉진하기하는,ok,정답(대표),partial,True,True,,
term,P304,balloon kyphoplasty,풍선 척추성형,풍선 척추성형,ok,정답(대표),exact,True,True,,
term,P305,assess breastfeeding support,모유수유지지 사정,모유수유지지 사정,ok,정답(대표),exact,True,True,,
term,P305,monopolar depression,단극성 우울병,단극성 우울병,ok,정답(대표),exact,True,True,,
term,P305,positioned flap,판막이동수술,판막이동수술된 판막,ok,정답(대표),partial,True,True,,
term,P306,prandial,식사-,식사,ok,정답(대표),variant,True,True,,
term,P306,acanthamoeba keratitis,가시아메바각막염,가시아메바각막염,ok,정답(대표),exact,True,True,,
term,P306,adjustable suture,조정봉합,조정봉합,ok,정답(대표),exact,True,True,,
term,P307,hyperosmolar nonketotic coma,고삼투압성비케토산성혼수,고삼투압성비케토산성혼수,ok,정답(대표),exact,True,True,,
term,P307,gracilis muscle,두덩정강근,두덩정강근,ok,정답(대표),exact,True,True,,
term,P307,lobomycosis,로보진균증,로보진균증,ok,정답(대표),exact,True,True,,
term,P308,flat position,앙와위,앙와위,ok,정답(대표),exact,True,True,,
term,P308,plantar flexion,발바닥쪽 굽힘,발바닥쪽 굽힘,ok,정답(대표),exact,True,True,,
term,P308,status thymicus,가슴샘체질,가슴샘체질,ok,정답(대표),exact,True,True,,
term,P309,septal angle,코중격각,코중격각,ok,정답(대표),exact,True,True,,
term,P309,dementia in hypercalcaemia,과칼슘혈증에서의 치매,과칼슘혈증에서의 치매,ok,정답(대표),exact,True,True,,
term,P309,teach personal care,개인간호 교육,개인간호 교육 수기를 가르치,ok,정답(대표),partial,True,True,,
term,P310,interoceptive,내수용-,내수용,ok,정답(대표),variant,True,True,,
term,P310,multicystic renal dysplasia,다낭성 신장의 형성이상,다낭성 신장의 형성이상,ok,정답(대표),exact,True,True,,
term,P310,fecal concentration,대변농축(법),대변농축(법),ok,정답(대표),exact,True,True,,
term,P311,in utero,자궁내,자궁내,ok,정답(대표),exact,True,True,,
term,P311,bidiscoidal placenta,두원반태반,두원반태반,ok,정답(대표),exact,True,True,,
term,P311,high-tension pulse,고긴장맥박,고긴장맥박,ok,정답(대표),exact,True,True,,
term,P312,idiopathic hemihypertrophy,특발성 편측비대증,특발성 편측비대증,ok,정답(대표),exact,True,True,,
term,P312,skull view,두부촬영,두부촬영,ok,정답(대표),exact,True,True,,
term,P312,general microbiology test,일반미생물 검사,일반미생물 검사,ok,정답(대표),exact,True,True,,
term,P313,tufting enteropathy,터프팅장증,터프팅장증,ok,정답(대표),exact,True,True,,
term,P313,supraduodenal artery,샘창자위동맥,샘창자위동맥,ok,정답(대표),exact,True,True,,
term,P313,exteroceptive stimulus,외수용자극,외수용자극,ok,정답(대표),exact,True,True,,
term,P314,reciprocal shaker,왕복진탕기,왕복진탕기,ok,정답(대표),exact,True,True,,
term,P314,potential doubling time,잠재배가시간,잠재배가시간,ok,정답(대표),exact,True,True,,
term,P314,staphylococcus epidermidis,표피포도알균,표피포도알균,ok,정답(대표),exact,True,True,,
term,P315,rodenticide,살서제,살서제,ok,정답(대표),exact,True,True,,
term,P315,cataract ou,두눈 백내장,두눈 백내장,ok,정답(대표),exact,True,True,,
term,P315,wry neck,기운목,기운목,ok,정답(대표),exact,True,True,,
term,P316,curvature of spine,척주굽이,척주굽이,ok,정답(대표),exact,True,True,,
term,P316,cardiocele,심장류,심장류,ok,정답(대표),exact,True,True,,
term,P316,hyperreninemia,과레닌혈증,과레닌혈증,ok,정답(대표),exact,True,True,,
term,P317,sp crown setting,스테인레스금관 합착,스테인레스금관 합착,ok,정답(대표),exact,True,True,,
term,P317,calomel,감홍,감홍,ok,정답(대표),exact,True,True,,
term,P317,fiberoptic endoscopic,광섬유내시경,광섬유내시경,ok,정답(대표),exact,True,True,,
term,P318,ventriculopleural anastomosis,뇌실가슴막 연결,뇌실가슴막 연결,ok,정답(대표),exact,True,True,,
term,P318,laryngeal nodule,후두결절,후두결절,ok,정답(대표),exact,True,True,,
term,P318,hbab,간염 B형 표면항체,,none,미검출,-,False,True,,
term,P319,arthroplasty of foot,발의 관절 성형,발의 관절 성형,ok,정답(대표),exact,True,True,,
term,P319,perianal haematoma,항문주위혈종,항문주위혈종,ok,정답(대표),exact,True,True,,
term,P319,lichen planus tropicus,열대성 편평태선,열대성 편평태선,ok,정답(대표),exact,True,True,,
term,P320,comparator,비교측정기,비교측정기,ok,정답(대표),exact,True,True,,
term,P320,menstrual irregularity,월경불규칙,월경불규칙,ok,정답(대표),exact,True,True,,
term,P320,wrist joint,요골수근관절,요골수근관절,ok,정답(대표),exact,True,True,,
term,P321,third ventricle structure,제3뇌구조,제 3 뇌구조,ok_nospace,정답(대표),variant,True,True,,
term,P321,reactive,반응성-,반응성,ok,정답(동의어),exact,True,True,,
term,P321,medullary canal,골수공간,골수공간,ok,정답(대표),exact,True,True,,
term,P322,fall risk deteriorated,낙상 위험성 악화됨,낙상 위험성 악화됨,ok,정답(대표),exact,True,True,,
term,P322,salpingography and plasty,난관조영촬영 및 개통술,난관조영촬영 및 개통술,ok,정답(대표),exact,True,True,,
term,P322,abortive prophage,불완전프로파지,불완전프로파지,ok,정답(대표),exact,True,True,,
term,P323,radionuclide angiocardiography,방사성핵종심(장)혈관조영(술),방사성핵종심 (장) 혈관조영 (술),ok_nospace,정답(대표),variant,True,True,,
term,P323,nerve root injury,척추 신경뿌리의 손상,척추 신경뿌리의 손상,ok,정답(대표),exact,True,True,,
term,P324,sialodochoplasty,침샘관성형(술),침샘관성형(술),ok,정답(대표),exact,True,True,,
term,P324,plasmablastic lymphoma,형질모세포성 림프종,형질모세포성 림프종,ok,정답(대표),exact,True,True,,
term,P325,assess enema,관장 사정,관장 사정,ok,정답(대표),exact,True,True,,
term,P325,periodic rhinitis,주기코염,주기코염,ok,정답(대표),exact,True,True,,
term,P325,echinocyte,톱니적혈구,톱니적혈구,ok,정답(대표),exact,True,True,,
term,P326,polyneuralgia,다발신경통,다발신경통,ok,정답(대표),exact,True,True,,
term,P326,dromotropic,전도영향성-,전도영향성,ok,정답(대표),variant,True,True,,
term,P326,altimeter sickness,고산병,고산병,ok,정답(대표),exact,True,True,,
term,P327,gastradenitis,위샘염,위샘염,ok,정답(대표),exact,True,True,,
term,P327,near field potential,근접부위전위,근접부위전위,ok,정답(대표),exact,True,True,,
term,P327,auriscope,이경,이경,ok,정답(대표),exact,True,True,,
term,P328,self-care deficit,자가간호결핍,자가간호결핍,ok,정답(대표),exact,True,True,,
term,P328,laryngotracheal stenosis,후두기관협착(증),후두기관협착,ok,정답(대표),variant,True,True,,
term,P328,deuterium,중수소,중수소,ok,정답(대표),exact,True,True,,
term,P329,dialysis adequacy,투석충분도,투석충분도,ok,정답(대표),exact,True,True,,
term,P329,non-infected,감염되지않은,감염되지않은,ok,정답(대표),exact,True,True,,
term,P329,worm-eaten soles,벌레먹은 발바닥,벌레먹은 발바닥,ok,정답(대표),exact,True,True,,
term,P330,ischial ramus,궁둥뼈가지,궁둥뼈가지,ok,정답(대표),exact,True,True,,
term,P330,traumatic sah,외상성 지주막하출혈,외상성 지주막하출혈,ok,정답(대표),exact,True,True,,
term,P330,extroverted personality,외향인격,외향인격,ok,정답(대표),exact,True,True,,
term,P331,extra-abdominal,복부외-,복부외-,ok,정답(대표),exact,True,True,,
term,P331,eccrine poroma,외분비 한공종,외분비 한공종,ok,정답(대표),exact,True,True,,
term,P331,activity grade,활동정도,활동정도,ok,정답(대표),exact,True,True,,
term,P332,phlebography,정맥조영(술),정맥조영(술),ok,정답(대표),exact,True,True,,
term,P332,myoclonia fibrillaris multiplex,다발잔떨림근대성대발작,다발잔떨림근대성대발작,ok,정답(대표),exact,True,True,,
term,P332,femur,넙다리뼈,넙다리뼈,ok,정답(대표),exact,True,True,,
random,P001,autoeroticism,자기성애,심방목동맥간격,ok,오답,-,False,False,비디오후두경검사(법),True
random,P001,combustion,화상,,none,미검출,-,False,False,가시돌기밑-,True
random,P001,digit preference,끝수선호,양성 가족성 혈뇨,ok,오답,-,False,False,양성 가족성 혈뇨,True
random,P002,fusiform layer,방추세포층,,none,미검출,-,False,False,질조영(술),True
random,P002,imitative attitude,모방태도,수척추증,ok,오답,-,False,False,수척추증,True
random,P002,hyeopgye,협계(俠谿),,none,미검출,-,False,False,비효율적 방어능력,False
random,P003,secretory cyst,분비체류성낭,,none,미검출,-,False,False,비염증 관절 부기,True
random,P003,ricinism,리신증,기운목,ok,오답,-,False,False,기운목,True
random,P003,glaucomatous cataract,녹내장성백내장,,none,미검출,-,False,False,온등세모근,True
random,P004,nodular sclerosis,결절경화,,none,미검출,-,False,False,터프팅장증,False
random,P004,cross-face,교차얼굴,,none,미검출,-,False,False,혈난관,False
random,P004,blind fistula,막힌샛길,,none,미검출,-,False,False,균열골절,False
random,P005,varicose vein stripping,정맥류 제거,,none,미검출,-,False,False,무노출인구,True
random,P005,rotalix tube,회전양극관,명료함,ok,오답,-,False,False,명료함,True
random,P005,smith's fracture,스미드골절,신경축,ok,오답,-,False,False,신경축,True
random,P006,framework try-in,금속구조물 시적,교차얼굴,ok,오답,-,False,False,교차얼굴,True
random,P006,parrot fever,앵무새열,,none,미검출,-,False,False,표준화비율비,True
random,P006,frontal suture,이마봉합선,,none,미검출,-,False,False,부족교정,True
random,P007,binder,결합체,속림프관,ok,오답,-,False,False,속림프관,True
random,P007,water bath,욕조,궤양림프절야생토끼병,ok,오답,-,False,False,궤양림프절야생토끼병,True
random,P007,torr,토르,코중격각,ok,오답,-,False,False,코중격각,True
random,P008,cercosporomycosis,세르코스포라진균증,,none,미검출,-,False,False,메스칼린,True
random,P008,lipoid dermatoarthritis,리포이드피부관절염,,none,미검출,-,False,False,건선척추염,True
random,P008,fisher syndrome,피셔증후군,,none,미검출,-,False,False,내시경 이용 눈물주머니코안 연결 교정,True
random,P009,benign familial hematuria,양성 가족성 혈뇨,,none,미검출,-,False,False,혈구계수(법),True
random,P009,marsupialization of cyst,낭종 주머니형성,발달 부진아를 시행하여,ok,오답,-,False,False,발달 부진아,True
random,P009,lumbosacral enlargement,요천부팽대,,none,미검출,-,False,False,수술중초음파검사,True
random,P010,retrocedent gout,내공성통풍,,none,미검출,-,False,False,막창자 종괴,True
random,P010,hemianopsia,편측시야결손,도리깨질 (증),ok_nospace,오답,-,False,False,도리깨질(증),True
random,P010,enteral feeding,위장관영양,피지낭종,ok,오답,-,False,False,피지낭종,True
random,P011,ocular fundus,안저,인두,ok,오답,-,False,False,인두,True
random,P011,condensed chromatin,농축염색질,,none,미검출,-,False,False,편측시야결손,True
random,P011,hemacytometry,혈구계수,,none,미검출,-,False,False,언어의 실행증,True
random,P012,cimex lectularius,빈대,,none,미검출,-,False,False,고리뼈-중쇠뼈 척추 유합,True
random,P012,vaginography,질조영(술),왕복진탕기,ok,오답,-,False,False,왕복진탕기,True
random,P012,ear drum,고막,전치 맥관,ok,오답,-,False,False,전치 맥관,True
random,P013,dilation of intestine,창자 확장,,none,미검출,-,False,False,백혈구쏠림성,True
random,P013,myoclonia fibrillaris multiplex,다발잔떨림근대성대발작,,none,미검출,-,False,False,복재신경병증,True
random,P013,gitelman syndrome,지텔만 증후군,,none,미검출,-,False,False,속림프관,True
random,P014,source qi,원기,클로스트리듐히스톨리티쿰,ok,오답,-,False,False,클로스트리듐히스톨리티쿰,True
random,P014,hyperlipidaemia,고지혈증,,none,미검출,-,False,False,개별특이형항체조절망,True
random,P014,ladder splint,사다리형덧대,재발성 갑상선암,ok,오답,-,False,False,재발성 갑상선암,True
random,P015,dermatopathic lymphadenopathy,피부병림프절병(증),,none,미검출,-,False,False,고리뼈-중쇠뼈 척추 유합,True
random,P015,oil red,오일레드,알파 지중해빈혈 후장진법,ok,오답,-,False,False,후장진법,True
random,P015,defervescence,해열,온손가락,ok,오답,-,False,False,온손가락,True
random,P016,intracranial space-occupying lesion,두개내공간점유병변,,none,미검출,-,False,False,오령산,True
random,P016,picture frustration test,그림좌절검사,안구 부기,ok,오답,-,False,False,안구 부기,True
random,P016,pyroglyphidae,집먼지진드기(과),,none,미검출,-,False,False,부동간호 관리,True
random,P017,dorsal vein arterialization,배측 정맥 동맥혈화,,none,미검출,-,False,False,물공기가슴증,True
random,P017,macrocephalus,큰머리증,,none,미검출,-,False,False,일반미생물 검사,True
random,P017,aqueous fluid,방수,,none,미검출,-,False,False,손톱의 곤봉화,True
random,P018,colon cecum mass,막창자 종괴,,none,미검출,-,False,False,거짓결핵균,True
random,P018,cyematocardia,태아심음,,none,미검출,-,False,False,전백혈병(증후군),True
random,P018,dyskeratosis congenita,선천 이상각화증,,none,미검출,-,False,False,글루쿠론산,True
random,P019,supernumeric impacted tooth,과잉매복치,,none,미검출,-,False,False,종양특이항원,True
random,P019,biopsy of cul-de-sac,막힌주머니 생검,,none,미검출,-,False,False,자궁목내막과다형성,True
