arm,en,pred,rep,grade,level,kcd,words,issues,finish
1b,cold sore,구순포진,입술헤르페스,오답,-,,2,[],stop
1b,marsupialization of cyst,낭포 유착술,낭종 주머니형성,오답,-,,3,[],stop
1b,chemohormonal,화학호르몬,화학호르몬-,오답,-,,1,[],stop
1b,infanthood,영아기,영아기,정답(대표),exact,,1,[],stop
1b,vertebro-basilar artery syndrome,추골기저동맥 증후군,척추-뇌기저동맥증후군,오답,-,G45.0,3,[],stop
1b,assessing waste service,폐기물 서비스 평가,쓰레기처리 능력 사정하기,오답,-,,3,[],stop
1b,lobectomy of lung,폐엽절제술,폐엽 절제,오답,-,,3,[],stop
1b,abortive prophage,불완전 프로파지,불완전프로파지,정답(대표),nospace,,2,[],stop
1b,genuine diabetes,진성 당뇨병,진성당뇨병,정답(대표),nospace,,2,[],stop
1b,lumbosacral enlargement,요천수 팽대,요천부팽대,오답,-,,2,[],stop
1b,hyperesophoria,상내사시,상내사위,오답,-,,1,[],stop
1b,proenzyme,전구효소,풋효소,오답,-,,1,[],stop
1b,conjoined,결합된,연합-,오답,-,,1,[],stop
1b,mitokinetic,세포분열운동성,유사운동-,오답,-,,1,[],stop
1b,carbamino reaction,카르바미노 반응,카르바미노반응,정답(대표),nospace,,2,[],stop
1b,premenopause,갱년기 전기,폐경전,오답,-,,1,[],stop
1b,deficient perineum,결손 회음부,회음결핍,오답,-,N81.8,2,[],stop
1b,hydrocyst,수낭,물낭,정답(동의어),exact,,1,[],stop
1b,cogan's disease,코간 병,코오간병,오답,-,H16.3,2,[],stop
1b,uncoupling,탈결합,결합저지,오답,-,,1,[],stop
1b,nephritic retinitis,신염성 망막염,콩팥염망막염,오답,-,,2,[],stop
1b,cholangioscopy,담관경검사,담관내시경(술),오답,-,,1,[],stop
1b,postprocedural hypothyroidism,시술 후 갑상선기능저하증,처치후 갑상선기능저하증,오답,-,E89.0,2,[],stop
1b,protein-losing enteropathy,단백질 소실 장병증,단백질소실장병(증),오답,-,,2,[],stop
1b,pseudoepicanthus,가성 내반자,거짓눈구석주름,오답,-,,1,[],stop
1b,comparator,비교기,비교측정기,오답,-,,1,[],stop
1b,forehead,이마,전두,오답,-,,1,[],stop
1b,periostitis,골막염,뼈막염,정답(동의어),exact,,1,[],stop
1b,failed forceps,실패한 겸자분만,집게 사용 실패,오답,-,,2,[],stop
1b,enteral tube irrigation,장관 튜브 세척,위장관세척,오답,-,,3,[],stop
1b,radionuclide angiocardiography,방사성핵종 혈관심장조영술,방사성핵종심(장)혈관조영(술),오답,-,,2,[],stop
1b,hippocampal sclerosis,해마 경화증,해마경화(증),오답,-,G37.9,2,[],stop
1b,pilar cyst,모낭종,모낭,오답,-,L72.1,2,[],stop
1b,anterior resection,전방 절제술,앞방향절제(술),오답,-,,2,[],stop
1b,chloropsia,녹시증,녹색시,오답,-,,1,[],stop
1b,radiostrontium,방사성 스트론튬,방사성스트론튬,정답(대표),nospace,,1,[],stop
1b,exteroceptive stimulus,외수용 자극,외수용자극,정답(대표),nospace,,2,[],stop
1b,interoceptive,내수용성,내수용-,오답,-,,1,[],stop
1b,plate,판,평판,정답(동의어),exact,,1,[],stop
1b,ionometer,이온측정기,이온화선량계,오답,-,,1,[],stop
1b,prolinase,프롤리나아제,프롤린효소,오답,-,,1,[],stop
1b,tangential section,접선단면,비스듬절단,오답,-,,2,[],stop
1b,chromophilic cell,호염기성세포,호색소세포,오답,-,,2,[],stop
1b,epidermolysis bullosa dystrophica,영양장애성 수포성 표피박리증,디스트로피성 수포성 표피박리증,오답,-,Q81.2,3,[],stop
1b,polychromatophilic erythrocyte,다염성 적혈구,다염적혈구,오답,-,,2,[],stop
1b,bladder neck contracture,방광경부 협착,방광목 위축,오답,-,N32.8,3,[],stop
1b,neurostearic acid,신경지방산,신경지방산,정답(대표),exact,,2,[],stop
1b,acropathy,말단병,말단병(증),오답,-,,1,[],stop
1b,growth fever,발육열,변증,오답,-,P81.9,2,[],stop
1b,crossbite (anterior)(posterior),교차교합(전방)(후방),맞물림이상(앞쪽)(뒤쪽),오답,-,K07.25,2,['bad_chars'],stop
1b,presbyophrenia,노인성 치매,노년치매,오답,-,,1,[],stop
1b,torr,토르,토르,정답(대표),exact,,1,[],stop
1b,gustatory hyperesthesia,미각과민,미각과민(증),정답(동의어),exact,,2,[],stop
1b,holoparasite,전기생물,완전기생체,오답,-,,1,[],stop
1b,retroactive inhibition,역행성 억제,역행기억억제,오답,-,,2,[],stop
1b,citrate,구연산염,구연산,정답(동의어),exact,,1,[],stop
1b,dilation of intestine,장관 확장,창자 확장,오답,-,,3,[],stop
1b,endothelium-derived relaxing factor,내피세포 유래 이완인자,내피유래이완인자,오답,-,,3,[],stop
1b,gangliectomy,신경절절제술,신경절절제(술),오답,-,,1,[],stop
1b,infraction,불완전골절,균열골절,오답,-,,1,[],stop
1b,tubal tonsil,인두파편도,귀인두관편도,오답,-,,2,[],stop
1b,myoalbumin,근알부민,근(육)알부민,오답,-,,1,[],stop
1b,buccal gland,협선,협선,정답(대표),exact,,2,[],stop
1b,dermoepidermal,진피표피의,진피표피-,오답,-,,1,[],stop
1b,anthracosis,탄분증,탄분증,정답(대표),exact,J60,1,[],stop
1b,chondrogen,연골형성원,연골원,오답,-,,1,[],stop
1b,normokalemic,정칼륨혈성,정상칼륨혈-,오답,-,,1,[],stop
1b,joint swelling non-inflammatory,비염증성 관절종창,비염증 관절 부기,오답,-,,3,[],stop
1b,isosorbide,이소소르비드,이소소르바이드,오답,-,,1,[],stop
1b,diverticulitis oesophageal,식도 게실염,식도 곁주머니염,오답,-,,2,[],stop
1b,incretology,인크레틴학,내분비학,오답,-,,1,[],stop
1b,standardized rate ratio,표준화율비,표준화비율비,오답,-,,3,[],stop
1b,menstrual irregularity,월경불순,월경불규칙,정답(동의어),exact,N92.6,2,[],stop
1b,hypotonus,긴장저하,근육긴장저하,오답,-,,1,[],stop
1b,first-pass cardiac scan(resting),초회통과 심장 스캔(안정시),일회통과심장스캔-안정상태,오답,-,,3,['bad_chars'],stop
1b,congruous field defect,일치성 시야결손,일치시야결손,오답,-,,3,[],stop
1b,multiple v-y plasties,다수 V-Y 성형술,V-Y 성형술,오답,-,,3,['bad_chars'],stop
1b,atrioventricular septal defect,방실판막 결손증,심방실중격결손,오답,-,Q21.2,3,[],stop
1b,framework try-in,프레임워크 시착,금속구조물 시적,오답,-,,2,[],stop
1b,organic writer's cramp,기질성 서경,기질성 서경,정답(대표),exact,G25.8,3,[],stop
1b,lochioschesis,악로체,산후질분비물정체,오답,-,,1,[],stop
1b,hydrorachis,척수수종,수척추증,오답,-,Q06.4,1,[],stop
1b,prescription group,처방군,처방묶음,오답,-,,2,[],stop
1b,cyematocardia,태아심음,태아심음,정답(대표),exact,,1,[],stop
1b,pneumonia in ornithosis,조류병 폐렴,비둘기병에서의 폐렴,오답,-,J17.8,3,[],stop
1b,supraduodenal artery,십이지장상동맥,샘창자위동맥,정답(동의어),exact,,2,[],stop
1b,endocervical hyperplasia,자궁경관 과형성,자궁목내막과다형성,오답,-,,2,[],stop
1b,endothelial adhesion molecule,내피세포 접착 분자,내피부착분자,오답,-,,3,[],stop
1b,medullary canal,골수강,골수공간,정답(동의어),exact,,2,[],stop
1b,aspergillus niger,흑색곰팡이,아스페르길루스니게르,오답,-,,2,[],stop
1b,hb-sc disease,헤모글로빈 SC병,헤모글로빈-SC병,오답,-,D57.2,2,['bad_chars'],stop
1b,subadventitial fibroplasia,외막하섬유증식,외막밑섬유증식,정답(동의어),exact,,2,[],stop
1b,pachyonychia congenita,선천성조갑비후증,선천손발톱비대증,오답,-,,2,[],stop
1b,carpometacarpal joint structure,수중수관절구조,손목손허리관절,오답,-,,3,[],stop
1b,noonan syndrome,누난증후군,누난 증후군,정답(동의어),exact,Q87.1,2,[],stop
1b,death,사망,사,오답,-,R99,1,[],stop
1b,microencephaly,소두증,작은뇌증,오답,-,,1,[],stop
1b,gwollyo,궤려,관료(顴髎),오답,-,,1,[],stop
1b,hippuric acid,마뇨산,마뇨산,정답(대표),exact,,2,[],stop
1b,ischial ramus,좌골지,궁둥뼈가지,정답(동의어),exact,,2,[],stop
1b,hairy-cell leukemia,유모세포백혈병,털세포백혈병,오답,-,C91.4,2,[],stop
1b,laparoscopic appendectomy,복강경충수돌기절제술,배안보개 이용 막창자꼬리 절제,오답,-,,2,[],stop
1b,acentric occlusion,편심교합,비중심교합,오답,-,,2,[],stop
1b,collagen fiber graft,콜라겐섬유이식,교원 섬유 이식술,오답,-,,3,[],stop
1b,corynebacterium pseudotuberculosis,의사결핵코리네박테리움,거짓결핵균,오답,-,,2,[],stop
1b,worm-eaten soles,충식족,벌레먹은 발바닥,오답,-,A66.3,2,[],stop
1b,root resection,근단절제술,치근 절제술,오답,-,,2,[],stop
1b,poor sucking reflex,빨기반사저하,빨기 반사 어려움,오답,-,,3,[],stop
1b,reverse mutation,역돌연변이,역돌연변이,정답(대표),exact,,2,[],stop
1b,coupling color,결합색,커플링염료,오답,-,,2,[],stop
1b,lead gown,납앞치마,납가운,오답,-,,2,[],stop
1b,transfusion tests,수혈검사,수혈혈액검사,오답,-,,2,[],stop
1b,impaired eating behaviour,섭식행동장애,손상된 식습관 행위,오답,-,,3,[],stop
1b,sialodochoplasty,타액관성형술,침샘관성형(술),오답,-,,1,[],stop
1b,familial polyposis,가족성용종증,가족성폴립증,오답,-,,2,[],stop
1b,glissade,활주,글리사드,오답,-,,1,[],stop
1b,cortisol-binding globulin,코르티솔결합글로불린,코티솔결합글로불린,오답,-,,2,[],stop
1b,endoenteritis,장내막염,창자점막염,오답,-,,1,[],stop
1b,nerve root injury,신경근손상,척추 신경뿌리의 손상,오답,-,T09.4,3,[],stop
1b,biopsy of adenoid,아데노이드생검,인두편도 생검,정답(동의어),nospace,,3,[],stop
1b,spinal injuries,척추손상,척수 손상,오답,-,,2,[],stop
1b,allocentric,타이중심적,타인중심-,오답,-,,1,[],stop
1b,neck righting reflex,경부정위반사,목바로잡기반사,오답,-,,3,[],stop
1b,osteoarthritis,골관절염,뼈관절염,정답(동의어),exact,,1,[],stop
1b,digit preference,숫자편향,끝수선호,오답,-,,2,[],stop
1b,myitis,근육염,근(육)염,오답,-,,1,[],stop
1b,progressive hemifacial atrophy,진행성반측안면위축증,진행성 반쪽얼굴 위축,오답,-,G51.8,3,[],stop
1b,nodular prurigo,결절양가려움증,결절가려움발진,오답,-,,2,[],stop
1b,antifibrinolysin,항섬유소용해효소,항섬유소용해소제,오답,-,,1,[],stop
1b,extroverted personality,외향성성격,외향인격,오답,-,,2,[],stop
1b,post-traumatic polyarthrosis,외상후다발성관절증,외상후 다발관절증,오답,-,M15.3,2,[],stop
1b,retention of urine,요저류,소변정체,정답(동의어),exact,R33,3,[],stop
1b,maxillomandibular disharmony,악관절부조화,위아래턱부조화,오답,-,,2,[],stop
1b,reverberating circuit,반향회로,반향회로,정답(대표),exact,,2,[],stop
1b,video-urodynamic study,비디오요동태검사,영상요역동학검사,오답,-,,2,[],stop
1b,horseshoe fistula,편자루공,말발굽샛길,오답,-,,2,[],stop
1b,polyneuralgia,다발신경통,다발신경통,정답(대표),exact,,1,[],stop
1b,entire finger,전체손가락,온손가락,오답,-,,2,[],stop
1b,presence of mei,미야자키증후군,인공중이삽입물의 존재,오답,-,Z96.28,3,[],stop
1b,vasa previa,전치혈관,전치 맥관,오답,-,P02.6,2,[],stop
1b,br. tx.,기관지확장증,브릿지 치료,오답,-,,2,[],stop
1b,neurofibromatosis of spine,척추신경섬유종증,척수 신경섬유종증,오답,-,,3,[],stop
1b,anesthesiologist,마취과전문의,마취과의사,오답,-,,1,[],stop
1b,endoscopic transmyocardial revascularization,내시경적 경심근혈관재형성술,내시경 이용 심근경유 혈관 재형성,오답,-,,3,[],stop
1b,arachnoid cyst,거미막낭종,거미막하 낭종,정답(동의어),nospace,G93.0,2,[],stop
1b,blood in stool,혈변,대변 속 혈액,정답(동의어),exact,,3,[],stop
1b,dyspnea disorder,호흡곤란장애,천증,오답,-,R06.0,2,[],stop
1b,nasalis muscle,비근,코근,정답(동의어),exact,,2,[],stop
1b,retrograde impulse,역행성충동,역방향흥분,오답,-,,2,[],stop
1b,oncogene,종양유전자,종양유전자,정답(대표),exact,,1,[],stop
1b,expectorant mixture,거담혼합제,복합거담제,오답,-,,2,[],stop
1b,arthroscopic menisectomy,관절경적반절제술,관절경 이용 초승달 절제,오답,-,,2,[],stop
1b,schistocephalus,두두조충,머리갈림태아,오답,-,,1,[],stop
1b,superexcitation,과흥분,과도흥분,오답,-,,1,[],stop
1b,cataract ou,양안백내장,두눈 백내장,오답,-,,2,[],stop
1b,halmatogenesis,할마토크리스마스,돌연세대변이,오답,-,,1,[],stop
1b,cap crown,캡크라운,금관,오답,-,,2,[],stop
1b,resecting fracture,절제골절,깍임골절,정답(동의어),exact,,2,[],stop
1b,preleukaemia (syndrome),전백혈병(증후군),전백혈병(증후군),정답(대표),exact,D46.9,2,['bad_chars'],stop
1b,total albinism,전신백반증,온백색증,오답,-,,2,[],stop
1b,square root sign,제곱근징후,제곱근모양징후,오답,-,,3,[],stop
1b,flushing,홍조,홍조,정답(대표),exact,R23.2,1,[],stop
1b,medical care division,의료부,의료급여구분,오답,-,,3,[],stop
1b,penicillar arteriole,솔동맥,붓털세동맥,오답,-,,2,[],stop
1b,recession operation,후퇴술,뒤옮김술,오답,-,,2,[],stop
1b,depigmenting cream,탈색크림,탈색크림,정답(대표),exact,,2,[],stop
1b,carpenter's syndrome,카펜터증후군,카펜터 증후군,정답(대표),nospace,Q87.0,2,[],stop
1b,plasmablastic lymphoma,형질아세포성림프종,형질모세포성 림프종,오답,-,C83.3,2,[],stop
1b,endorectal pull-through operation,경직장당겨내기술,직장내 풀-스루식 수술,오답,-,,3,[],stop
1b,appendix ultrasound,맹장초음파,맹장 초음파,정답(대표),nospace,,2,[],stop
1b,urethrocutaneous fistula,요도피부루,요도피부샛길,정답(동의어),nospace,N36.0,2,[],stop
1b,femur,대퇴골,넙다리뼈,정답(동의어),exact,,1,[],stop
1b,vetebra,척추골,척추,오답,-,,1,[],stop
1b,lipoid dermatoarthritis,지방성피부관절염,리포이드피부관절염,오답,-,M14.3,2,[],stop
1b,secretory cyst,분비낭,분비체류성낭,오답,-,,2,[],stop
1b,stage of life,생활사,생명단계,오답,-,,3,[],stop
1b,sacrococcygeal,천미골,엉치꼬리-,오답,-,,1,[],stop
1b,spleen qi deficiency,비기허,비기허,정답(대표),exact,U68.0,3,[],stop
1b,hepatogram,간사진,간실질상,오답,-,,1,[],stop
1b,parrot fever,앵무새열,앵무새열,정답(대표),exact,A70,2,[],stop
1b,thyroidea ima artery,최하갑상동맥,맨아래갑상동맥,오답,-,,3,[],stop
1b,induced malaria,인공말라리아,접종말라리아,오답,-,,2,[],stop
1b,phospholipidemia,인지질혈증,인지질혈증,정답(대표),exact,,1,[],stop
1b,anecdotal,일화적,증례서술적,정답(동의어),exact,,1,[],stop
1b,perseveration,지속어,고집증,오답,-,,1,[],stop
1b,uropoiesis,요형성,요생산,오답,-,,1,[],stop
1b,muscular artery,근육동맥,근육형동맥,오답,-,,2,[],stop
1b,ramus of pubis,치골가,두덩뼈가지,오답,-,,3,[],stop
1b,closed approach,폐쇄적 접근,폐쇄방법,오답,-,,2,[],stop
1b,ophthalmophacometer,안구굴절력계,수정체굴절력측정계,오답,-,,1,[],stop
1b,muscular atrophy,근위축,근위축,정답(대표),exact,M62.59,2,[],stop
1b,pa x-ray,pa 방사선 사진,치근단 방사선촬영,오답,-,,2,['bad_chars'],stop
1b,homogeneous,균질성,균일,오답,-,,1,[],stop
1b,needle electromyography,침 근전도 검사,바늘근전도검사(법),오답,-,,2,[],stop
1b,intermetatarsal joint structure,중족골간 관 구조,발허리간관절조직,오답,-,,3,[],stop
1b,retaining harness,고정 하네스,장치유지,오답,-,,2,[],stop
1b,hemianopsia,반맹,편측시야결손,정답(동의어),exact,,1,[],stop
1b,esterapenia,에스테라페니아,에스테라아제감소,오답,-,,1,[],stop
1b,scleral necrosis/melt,공막 괴사/용해,공막 괴사/ 융해,오답,-,,2,[],stop
1b,interim abutment,임시 지대치,임시 지대주,오답,-,,2,[],stop
1b,intracranial space-occupying lesion,두개강 내 점유 병변,두개내공간점유병변,오답,-,R90.0,3,[],stop
1b,retrocedent gout,후퇴성 통풍,내공성통풍,오답,-,,2,[],stop
1b,false neuroma,가성 신경종,가성신경종,정답(대표),nospace,,2,[],stop
1b,fecal concentration,분변 농축,대변농축(법),오답,-,,2,[],stop
1b,echo pulse,에코 펄스,초음파,오답,-,,2,[],stop
1b,papilloma of cerviv,자궁경부 유두종,자궁경부의 유두종,오답,-,D26.0,3,[],stop
1b,pulmonary atelectasis,폐 무기폐,무기폐,오답,-,J98.10,2,[],stop
1b,avulsion fracture,골단열 골절,찢김 골절,오답,-,,2,[],stop
1b,reciprocal shaker,상호 진동기,왕복진탕기,오답,-,,2,[],stop
1b,sequestrectomy of skull,두개골 사골 제거술,머리뼈 부골 절제,오답,-,,3,[],stop
1b,filarial chylocele,사충 유미종,사상충성 음낭암죽종,오답,-,B74,2,[],stop
1b,epidermolysis bullosa simplex,단순 포천성 표피박리증,단순 수포성 표피박리증,오답,-,Q81.0,3,[],stop
1b,primitive neuroectodermal tumor,원시 신경외배엽 종양,원시신경외배엽종양,정답(대표),nospace,C71.9,3,[],stop
1b,insular sclerosis,섬엽 경화증,섬경화증,오답,-,,2,[],stop
1b,preexcitation ecg,예흥분 심전도,조기흥분,오답,-,R93.1,2,[],stop
1b,bis in die,하루 2회,1일2회,오답,-,,3,[],stop
1b,tufting enteropathy,융모 장애,터프팅장증,오답,-,P78.3,2,[],stop
1b,relative scotoma,상대 암점,상대암점,정답(대표),nospace,,2,[],stop
1b,epidermophyton,표피균,표피사상균(속),오답,-,,1,[],stop
1b,periodic rhinitis,주기성 비염,주기코염,오답,-,,2,[],stop
1b,omsk haemorrhagic fever,옴스크 출혈열,옴스크출혈열,정답(대표),nospace,A98.1,3,[],stop
1b,paramyxoviridae infection,파라믹소바이러스과 감염,파라믹소바이러스 감염,오답,-,B33.8,2,[],stop
1b,leukotaxis,백혈구 주화성,백혈구쏠림성,정답(동의어),nospace,,1,[],stop
1b,dromotropic,박동전도성,전도영향성-,오답,-,,1,[],stop
1b,cimex lectularius,온열대침대벌레,빈대,오답,-,,2,[],stop
1b,purpura annularis telangiectodes,모세혈관확장성 고리자반,고리모세혈관확장자색반,오답,-,,3,[],stop
1b,antroscope,상악동경,위턱굴보개,정답(동의어),exact,,1,[],stop
1b,podiatrist,족부전문의,발전문가,오답,-,,1,[],stop
1b,binder,바인더,결합체,오답,-,,1,[],stop
1b,amphorophony,공동음,공동공명음,오답,-,,1,[],stop
1b,lyophobic,소수성,소액성,오답,-,,1,[],stop
1b,substantia nigra,흑질,흑(색)질,오답,-,,2,[],stop
1b,glucuronic acid,글루쿠론산,글루쿠론산,정답(대표),exact,,2,[],stop
1b,suture thread,봉합사,봉합사,정답(대표),exact,,2,[],stop
1b,flat position,앙위,앙와위,오답,-,,2,[],stop
1b,psoas shadow,요근 음영,허리근음영,정답(동의어),nospace,,2,[],stop
1b,organoid tumor,기관양종양,장기모양종양,오답,-,,2,[],stop
1b,double-barreled aorta,이중강 대동맥,이중관대동맥,오답,-,,2,[],stop
1b,breath holding spell,무호흡 발작,숨참기발작,오답,-,R06.8,3,[],stop
1b,ascending arm venography,상완 정맥조영술,상지-상행적상지정맥,오답,-,,3,[],stop
1b,rash purpuric,자반성 발진,자색반 발진,오답,-,,2,[],stop
1b,cervix dilatation,자궁경부 확장,자궁경부개대,오답,-,,2,[],stop
1b,vegetant intravascular hemangioendothelioma,증식성 혈관내 혈관내피종,증식혈관내혈관내피종,오답,-,,3,[],stop
1b,lambliasis,람블리아증,람블편모충증,오답,-,,1,[],stop
1b,hysterocystocleisis,자궁방광루 폐쇄술,자궁방광꿰맴(술),오답,-,,1,[],stop
1b,gorei-san,오령산,오령산,정답(대표),exact,,1,[],stop
1b,in situ hybridization,원위치 잡종형성,제자리부합법,오답,-,,3,[],stop
1b,video laryngoscopy,비디오 후두경 검사,비디오후두경검사(법),오답,-,,2,[],stop
1b,enteral feeding regime,경장 영양 요법,경장 섭취 요법,오답,-,,3,[],stop
1b,ramicotomy,가지신경절단술,신경분지절단(술),오답,-,,1,[],stop
1b,molding,성형,두개몰딩,오답,-,,1,[],stop
1b,complex echo pattern,복합 에코 양상,복잡메아리,오답,-,,3,[],stop
1b,late post-traumatic seizures,지연성 외상후 발작,외상후 지연 발작,오답,-,,3,[],stop
1b,reactive,반응성,반응성-,정답(동의어),exact,,1,[],stop
1b,incisor tooth,절치,절치,정답(대표),exact,,2,[],stop
1b,paraganglion,부신경절,곁신경절,정답(동의어),exact,,1,[],stop
1b,subspinous,극하,가시돌기밑-,오답,-,,1,[],stop
1b,uterine inversion,자궁 내반증,자궁뒤집힘,오답,-,,2,[],stop
1b,removal of restoration,수복물 제거,기존 보철물 제거,오답,-,,3,[],stop
1b,hemoclastic reaction,용혈 반응,혈구파괴반응,오답,-,,2,[],stop
1b,ulceroglandular tularaemia,궤양선형 투라레미아,궤양림프절야생토끼병,오답,-,A21.0,2,[],stop
1b,endoscopic revision dacryocystorhinostomy,내시경적 누낭비강문합술 재교정,내시경 이용 눈물주머니코안 연결 교정,오답,-,,3,[],stop
1b,stomatomy,구강 절개술,자궁구절개(술),오답,-,,1,[],stop
1b,post-term,과기,만삭후,오답,-,,1,[],stop
1b,corticobasal degeneration,대뇌피질기저핵 변성,겉질기저 변성,오답,-,,2,[],stop
1b,cyclamate,사이클라메이트,시클라메이트,오답,-,,1,[],stop
1b,puerility,소아기,소아기,정답(대표),exact,,1,[],stop
1b,fusiform layer,방추형 세포층,방추세포층,오답,-,,2,[],stop
1b,hyperreninemia,고레닌혈증,과레닌혈증,오답,-,,1,[],stop
1b,saliva viscosity test,타액 점도 검사,타액 점조도 검사,오답,-,,3,[],stop
1b,auriscope,이경,이경,정답(대표),exact,,1,[],stop
1b,metagonimus yokogawai,요코가와 흡충,요코가와흡충,정답(대표),nospace,,2,[],stop
1b,intraocular,안구내,안구내-,오답,-,,1,[],stop
1b,synclonus,동시성 간대경련,동조근간대,오답,-,,1,[],stop
1b,enteropathic arthritis,장병성 관절염,창자질환성 관절염,오답,-,,2,[],stop
1b,vesicorectal fistula,방광직장루,방광직장루,정답(대표),exact,N32.1,2,[],stop
1b,moniliform nucleus,염주상 핵,염주핵,오답,-,,2,[],stop
1b,foville syndrome,포빌 증후군,포비유 증후군,오답,-,G46.3,2,[],stop
1b,congenital leukonychia,선천성 백색조갑증,선천 손발톱백반,오답,-,Q84.4,2,[],stop
1b,pyelic,신우의,콩팥깔때기-,오답,-,,1,[],stop
1b,recurrent thyroid ca,재발성 갑상선암,재발성 갑상선암,정답(대표),exact,C73,3,[],stop
1b,personal identity disturbance,자아정체성 장애,자아정체성장애,정답(대표),nospace,,3,[],stop
1b,cryptogenic sepsis,원인불명 패혈증,특발성패혈증,오답,-,,2,[],stop
1b,dying process deteriorated,임종 과정 악화,임종과정 악화됨,오답,-,,3,[],stop
1b,paraspasm,연축,대칭성연축,오답,-,,1,[],stop
1b,onychopathy,조갑 질환,손발톱병(증),오답,-,,1,[],stop
1b,bone inlay,골 이식,골내재,오답,-,,2,[],stop
1b,modified norwood operation,변형 노우드 수술,수정된 노우드수술,오답,-,,3,[],stop
1b,hbab,혈색소,간염 B형 표면항체,오답,-,,1,[],stop
1b,macrostomia cribrosa,다공성 거구증,체반,오답,-,,2,[],stop
1b,gracilis muscle,박근,두덩정강근,정답(동의어),exact,,2,[],stop
1b,apneustic respiration,호흡정지호흡,지속흡입호흡,오답,-,,2,[],stop
1b,reconstruction of thumb,무지재건술,엄지 손가락 재건,오답,-,,3,[],stop
1b,fisher syndrome,피셔증후군,피셔증후군,정답(대표),exact,,2,[],stop
1b,double bladder,중복방광,중복방광,정답(대표),exact,,2,[],stop
1b,rotalix tube,로탈릭스관,회전양극관,오답,-,,2,[],stop
1b,platymorphia,편두개,편평안구,오답,-,,1,[],stop
1b,acne keloidalis,켈로이드성 여드름,흉터종여드름,오답,-,,2,[],stop
1b,cystathionine,시스타티오닌,시스타티오닌,정답(대표),exact,,1,[],stop
1b,distraction therapy,주의전환요법,골신장술,오답,-,,2,[],stop
1b,scintillating hemianopia,섬광성반맹,섬광반맹,오답,-,,2,[],stop
1b,eccrine poroma,외분비선공종,외분비 한공종,오답,-,D23.9,2,[],stop
1b,morbidity aspects,이환양상,질병 양상,오답,-,,2,[],stop
1b,deltoid flap,삼각근피판,어깨세모근피판,오답,-,,2,[],stop
1b,nodular fasciitis,결절성근막염,결절 근막염,오답,-,M72.4,2,[],stop
1b,basal seat,기저부,의치지지조직,오답,-,,2,[],stop
1b,physically handicapped,신체장애인,거동불편자,오답,-,,2,[],stop
1b,debanding,밴딩제거,밴드제거,오답,-,,1,[],stop
1b,water bath,수욕,욕조,오답,-,,2,[],stop
1b,ant. uveitis,전부포도막염,전방포도막염,오답,-,H20.9,2,[],stop
1b,onchocercoma,회선충종,회선사상충결절,오답,-,,1,[],stop
1b,iridocoloboma,홍채결손증,홍채결손,오답,-,,1,[],stop
1b,cervical vertigo,경추성현훈,경추성 현기증,오답,-,M54.22,2,[],stop
1b,pubovaginal,치골질식,두덩질-,오답,-,,1,[],stop
1b,gallium scan,갈륨스캔,갈리움 스캔,오답,-,,2,[],stop
1b,spot retinoscope,스폿검영경,점상망막검영기,오답,-,,2,[],stop
1b,laryngeal carcinoma,후두암,후두 암종,오답,-,,2,[],stop
1b,postoperative nasopharynx cancer,비인두암수술후,"비인두암, 수술후 상태",오답,-,C11.9,3,[],stop
1b,upper extremity,상지,위팔,정답(동의어),exact,,2,[],stop
1b,pungji,풍지,풍지(風池),오답,-,,1,[],stop
1b,rolling disease,구름병,회전병,오답,-,,2,[],stop
1b,gantry,간트리,갠트리,오답,-,,1,[],stop
1b,oath of hippocrates,히포크라테스선서,히포크라테스선서,정답(대표),exact,,3,[],stop
1b,transcervical thymectomy,경경부흉선절제술,자궁목 경유 가슴샘 절제,오답,-,,2,[],stop
1b,gonadoadvent,생식샘발생,생식기능출현기,오답,-,,1,[],stop
1b,apicoectomy,근관단절제술,치근첨절제(술),오답,-,,1,[],stop
1b,laparoscopic unilateral salpingo-oophorectomy,복강경편측난관난소절제술,배안보개 이용 한쪽 자궁관난소 적출,오답,-,,3,[],stop
1b,lenticonus,원추수정체,원뿔수정체,정답(동의어),exact,Q12.8,1,[],stop
1b,radiodermatitis,방사선피부염,방사선피부염,정답(대표),exact,L58,1,[],stop
1b,trypanocidal,트리파노소마구충,파동편모충박멸-,오답,-,,1,[],stop
1b,apneusis,호흡정지,지속들숨,오답,-,,1,[],stop
1b,cervico-occipital neuralgia,경후두신경통,목 뒤통수 신경통,오답,-,G52.9,2,[],stop
1b,idiopathic hemihypertrophy,특발성반비대,특발성 편측비대증,오답,-,Q68.8,2,[],stop
1b,ventricular asynergy,심실비동력,심실협동불능(증),오답,-,,2,[],stop
1b,angioma cavernosum,해면상혈관종,해면혈관종,오답,-,,2,[],stop
1b,defervescence,해열,해열,정답(대표),exact,,1,[],stop
1b,paraffinoma,파라핀종,파라핀종,정답(대표),exact,T88.8,1,[],stop
1b,metarubricyte,정적혈구,후적혈구,오답,-,,1,[],stop
1b,spondylopathy,,척추병(증),형식실패,-,M45-M49,1,['missing_row'],stop
1b,posterior thoracic fusion,후방 흉부 융합술,뒷쪽 가슴척추 유합,오답,-,,3,[],stop
1b,thymopoietin,티모포이에틴,티모포이에틴,정답(대표),exact,,1,[],stop
1b,triaging,분류,중증도 분류,오답,-,,1,[],stop
